gRNA	HL60.initial
TULP3_p3000111	905
TULP3_p3000125	129
TULP3_p3018706	194
TULP3_p3018715	307
TULP3_p3018724	708
TULP3_p3029932	523
TUSC2_m50365424	304
TUSC2_m50365431	720
TUSC2_m50365436	849
TUSC2_m50365471	384
TUSC2_m50365477	454
TUSC2_m50365484	1
TUSC2_m50365505	708
TUSC2_m50365518	232
TUSC2_p50365383	726
TUSC2_p50365455	295
TUT1_m62358953	372
TUT1_m62358993	327
TUT1_m62358999	667
TUT1_m62359005	876
TUT1_m62359011	872
TUT1_m62359049	1003
TUT1_m62359057	540
TUT1_p62358983	533
TUT1_p62359014	562
TUT1_p62359039	566
TWIST1_m19156842	142
TWIST1_m19156869	590
TWIST1_m19156883	1458
TWIST1_m19156937	944
TWIST1_p19156847	330
TWIST1_p19156852	154
TWIST1_p19156874	374
TWIST1_p19156888	340
TWIST1_p19156897	561
TWIST1_p19156905	111
TWIST2_m239756857	578
TWIST2_m239756889	618
TWIST2_m239756900	181
TWIST2_m239756934	177
TWIST2_m239756948	544
TWIST2_p239756844	456
TWIST2_p239756891	395
TWIST2_p239756905	638
TWIST2_p239756922	212
TWIST2_p239756961	1000
TWISTNB_m19748571	214
TWISTNB_m19748579	170
TWISTNB_m19748584	52
TWISTNB_m19748612	427
TWISTNB_m19748620	752
TWISTNB_m19748631	541
TWISTNB_p19748533	615
TWISTNB_p19748538	1165
TWISTNB_p19748586	778
TWISTNB_p19748592	135
TXK_m48116366	465
TXK_m48116404	812
TXK_p48114456	192
TXK_p48114505	582
TXK_p48115222	324
TXK_p48115233	683
TXK_p48115246	547
TXK_p48115282	90
TXK_p48136159	665
TXK_p48136166	521
TXLNG_m16804659	20
TXLNG_m16804702	482
TXLNG_m16846257	537
TXLNG_m16846274	163
TXLNG_p16804599	989
TXLNG_p16804606	514
TXLNG_p16804617	1105
TXLNG_p16804642	220
TXLNG_p16804651	190
TXLNG_p16804690	536
TXN2_m36876815	665
TXN2_m36876822	126
TXN2_m36876853	433
TXN2_m36876860	105
TXN2_p36876739	27
TXN2_p36876759	903
TXN2_p36876784	967
TXN2_p36876806	272
TXN2_p36876827	501
TXN2_p36876832	711
TXNDC2_m9886677	503
TXNDC2_m9886688	399
TXNDC2_m9886697	336
TXNDC2_m9886723	971
TXNDC2_m9886742	307
TXNDC2_m9886747	30
TXNDC2_m9886753	200
TXNDC2_m9886765	246
TXNDC2_p9886706	507
TXNDC2_p9886757	606
TXNIP_m145438891	437
TXNIP_m145438942	102
TXNIP_p145438858	755
TXNIP_p145438865	1080
TXNIP_p145438870	863
TXNIP_p145438879	494
TXNIP_p145438914	519
TXNIP_p145438921	1228
TXNIP_p145438928	742
TXNIP_p145438933	949
TXNL1_m54293672	314
TXNL1_m54305575	473
TXNL1_m54305595	185
TXNL1_m54305618	410
TXNL1_m54305640	557
TXNL1_m54305666	362
TXNL1_p54305560	690
TXNL1_p54305584	604
TXNL1_p54305606	404
TXNL1_p54305632	380
TXNL4A_m77748303	732
TXNL4A_m77748334	1310
TXNL4A_m77748346	1665
TXNL4A_m77748363	680
TXNL4A_p77748286	1167
TXNL4A_p77748316	584
TXNL4A_p77748325	558
TXNL4A_p77748349	81
TXNL4A_p77748354	398
TXNL4A_p77748371	790
TXNL4B_m72120623	195
TXNL4B_m72122982	454
TXNL4B_m72124558	90
TXNL4B_m72124564	564
TXNL4B_p72120640	220
TXNL4B_p72120674	269
TXNL4B_p72122955	869
TXNL4B_p72122970	400
TXNL4B_p72124520	225
TXNL4B_p72124617	1096
TXNRD1_m104707057	182
TXNRD1_m104709632	348
TXNRD1_p104707036	1443
TXNRD1_p104709541	827
TXNRD1_p104709558	623
TXNRD1_p104709601	461
TXNRD1_p104709635	880
TXNRD1_p104709645	552
TXNRD1_p104709652	272
TXNRD1_p104712681	152
TXNRD3_m126373732	346
TXNRD3_m126373755	47
TXNRD3_m126373793	320
TXNRD3_m126373827	609
TXNRD3_p126373673	350
TXNRD3_p126373678	304
TXNRD3_p126373683	0
TXNRD3_p126373758	431
TXNRD3_p126373785	85
TXNRD3_p126373795	208
TYK2_m10488922	871
TYK2_m10488965	755
TYK2_m10488997	904
TYK2_m10489066	531
TYK2_p10488886	1111
TYK2_p10488935	205
TYK2_p10488979	342
TYK2_p10488989	634
TYK2_p10488999	554
TYK2_p10489004	758
TYMS_m657748	468
TYMS_m657787	760
TYMS_m657867	694
TYMS_m659650	273
TYMS_m662144	285
TYMS_p657738	531
TYMS_p657850	985
TYMS_p657857	411
TYMS_p659655	912
TYMS_p659660	712
TYRO3_m41851455	150
TYRO3_m41851512	1125
TYRO3_m41853346	713
TYRO3_m41853377	774
TYRO3_p41851444	525
TYRO3_p41851514	665
TYRO3_p41851523	249
TYRO3_p41851541	448
TYRO3_p41853317	540
TYRO3_p41853379	852
T_m166580913	396
T_m166580940	857
T_m166580948	783
T_m166580978	209
T_m166580990	621
T_m166581009	657
T_p166580922	374
T_p166581000	695
T_p166581040	290
T_p166581047	445
U2AF1L4_m36235256	451
U2AF1L4_m36235292	671
U2AF1L4_m36235303	466
U2AF1L4_m36236027	569
U2AF1L4_m36236255	942
U2AF1L4_m36236265	645
U2AF1L4_p36235228	818
U2AF1L4_p36236017	729
U2AF1L4_p36236033	552
U2AF1L4_p36236042	570
U2AF1_m44513264	127
U2AF1_m44513296	784
U2AF1_m44514658	607
U2AF1_m44514804	468
U2AF1_p44513288	2
U2AF1_p44513315	1078
U2AF1_p44514569	420
U2AF1_p44514787	224
U2AF1_p44527550	278
U2AF1_p44527562	416
U2AF2_m56170574	98
U2AF2_m56170594	546
U2AF2_m56170618	233
U2AF2_p56166474	502
U2AF2_p56166497	288
U2AF2_p56170564	554
U2AF2_p56170578	596
U2AF2_p56170602	422
U2AF2_p56170608	433
U2AF2_p56170623	657
U2SURP_m142720507	199
U2SURP_m142731081	53
U2SURP_m142731099	303
U2SURP_m142731154	653
U2SURP_m142731164	679
U2SURP_p142720481	366
U2SURP_p142720493	952
U2SURP_p142729662	452
U2SURP_p142731054	933
U2SURP_p142733167	720
UACA_m70983671	981
UACA_m70983684	294
UACA_m70987357	869
UACA_m70987387	725
UACA_m70987423	522
UACA_m70991877	1162
UACA_m70991947	660
UACA_p70983663	435
UACA_p70987347	379
UACA_p70987373	65
UAP1_m162535875	541
UAP1_m162535892	105
UAP1_m162535943	171
UAP1_m162535976	606
UAP1_p162535877	1455
UAP1_p162535901	745
UAP1_p162535926	479
UAP1_p162535965	421
UAP1_p162536043	1267
UAP1_p162536061	841
UBA2_m34919362	501
UBA2_m34919435	758
UBA2_m34919455	179
UBA2_m34919464	353
UBA2_m34922764	182
UBA2_m34922772	712
UBA2_m34922798	618
UBA2_p34919329	948
UBA2_p34919364	870
UBA2_p34921467	478
UBA3_m69126988	617
UBA3_m69127020	587
UBA3_m69127047	691
UBA3_m69127053	622
UBA3_m69129491	621
UBA3_m69129496	142
UBA3_p69126949	663
UBA3_p69126960	1012
UBA3_p69126977	761
UBA3_p69126992	575
UBA5_m132384835	1156
UBA5_m132384840	593
UBA5_p132384690	260
UBA5_p132384842	607
UBA5_p132384851	150
UBA5_p132384884	61
UBA5_p132384890	740
UBA5_p132384895	1808
UBA5_p132387663	467
UBA5_p132387712	232
UBAP2L_m154199761	681
UBAP2L_p154197589	423
UBAP2L_p154197609	146
UBAP2L_p154197660	1450
UBAP2L_p154197667	699
UBAP2L_p154199774	418
UBAP2L_p154199798	1713
UBAP2L_p154199804	333
UBAP2L_p154201084	584
UBAP2L_p154201095	1196
UBASH3A_m43824085	306
UBASH3A_m43824094	296
UBASH3A_m43824136	469
UBASH3A_m43824145	189
UBASH3A_m43824155	1509
UBASH3A_p43824042	16
UBASH3A_p43824065	781
UBASH3A_p43826407	163
UBASH3A_p43826416	463
UBASH3A_p43826443	372
UBASH3B_m122526778	1413
UBASH3B_m122526784	629
UBASH3B_m122526830	28
UBASH3B_m122526853	376
UBASH3B_m122526860	513
UBASH3B_m122526907	130
UBASH3B_m122646946	36
UBASH3B_p122526748	505
UBASH3B_p122526876	424
UBASH3B_p122646930	1129
UBD_m29524012	265
UBD_m29524018	428
UBD_m29524030	763
UBD_m29524105	392
UBD_p29524021	1380
UBD_p29524091	307
UBD_p29524096	180
UBD_p29524108	873
UBD_p29527439	369
UBD_p29527448	2369
UBE2A_m118716593	892
UBE2A_m118716603	431
UBE2A_m118717107	166
UBE2A_m118717113	489
UBE2A_m118717122	572
UBE2A_p118716540	333
UBE2A_p118716554	263
UBE2A_p118716574	754
UBE2A_p118716617	538
UBE2A_p118717076	220
UBE2B_m133707297	402
UBE2B_m133707302	240
UBE2B_m133710072	162
UBE2B_m133710092	899
UBE2B_m133716450	292
UBE2B_p133707308	232
UBE2B_p133710061	152
UBE2B_p133710074	241
UBE2B_p133710083	453
UBE2B_p133710131	217
UBE2C_m44441351	796
UBE2C_m44441357	889
UBE2C_m44441362	468
UBE2C_m44442098	548
UBE2C_m44444513	746
UBE2C_m44445374	395
UBE2C_p44441367	451
UBE2C_p44442081	600
UBE2C_p44444516	720
UBE2C_p44445363	583
UBE2D1_m60094961	609
UBE2D1_m60124556	495
UBE2D1_m60127694	555
UBE2D1_m60127732	35
UBE2D1_m60127741	0
UBE2D1_p60094953	571
UBE2D1_p60123365	454
UBE2D1_p60124579	477
UBE2D1_p60124588	707
UBE2D1_p60128481	785
UBE2D2_m138994344	446
UBE2D2_m138994353	25
UBE2D2_m139002964	701
UBE2D2_m139002987	610
UBE2D2_m139002993	237
UBE2D2_m139003002	422
UBE2D2_m139003011	510
UBE2D2_p138994174	490
UBE2D2_p138994277	669
UBE2D2_p138994503	373
UBE2D3_m103718600	596
UBE2D3_m103720086	1253
UBE2D3_m103720112	722
UBE2D3_m103720127	168
UBE2D3_m103723775	449
UBE2D3_m103730999	101
UBE2D3_p103722609	304
UBE2D3_p103723711	941
UBE2D3_p103723764	224
UBE2D3_p103730822	293
UBE2E1_m23929067	133
UBE2E1_m23929122	341
UBE2E1_m23929166	621
UBE2E1_m23929176	444
UBE2E1_m23929184	172
UBE2E1_p23929049	704
UBE2E1_p23929085	1676
UBE2E1_p23929094	347
UBE2E1_p23929108	826
UBE2E1_p23929168	442
UBE2E3_m181848806	272
UBE2E3_m181848812	338
UBE2E3_m181922474	79
UBE2E3_m181922537	152
UBE2E3_m181922546	236
UBE2E3_p181848757	404
UBE2E3_p181848798	824
UBE2E3_p181922411	1113
UBE2E3_p181922456	713
UBE2E3_p181925474	161
UBE2I_m1364090	410
UBE2I_m1364323	620
UBE2I_m1364340	782
UBE2I_p1364016	398
UBE2I_p1364042	365
UBE2I_p1364047	835
UBE2I_p1364056	883
UBE2I_p1364327	272
UBE2I_p1364344	482
UBE2I_p1364353	373
UBE2N_m93804511	196
UBE2N_m93804543	1571
UBE2N_m93804645	251
UBE2N_m93805059	71
UBE2N_m93835654	453
UBE2N_p93804503	398
UBE2N_p93804616	462
UBE2N_p93805004	811
UBE2N_p93805009	68
UBE2N_p93835623	51
UBE2T_m202304118	118
UBE2T_m202304791	0
UBE2T_p202302636	783
UBE2T_p202302644	611
UBE2T_p202302656	666
UBE2T_p202304101	40
UBE2T_p202304148	954
UBE2T_p202304761	882
UBE2T_p202304773	653
UBE2T_p202304802	1130
UBE2V2_m48955680	720
UBE2V2_m48955735	602
UBE2V2_m48962441	197
UBE2V2_m48962468	564
UBE2V2_p48921008	356
UBE2V2_p48955618	57
UBE2V2_p48955652	589
UBE2V2_p48955688	308
UBE2V2_p48955719	559
UBE2V2_p48962433	152
UBE2W_m74737457	1019
UBE2W_m74737466	1428
UBE2W_m74742685	529
UBE2W_m74791074	267
UBE2W_p74742629	290
UBE2W_p74742639	600
UBE2W_p74742645	333
UBE2W_p74791039	871
UBE2W_p74791077	799
UBE2W_p74791110	625
UBE2Z_m46985982	786
UBE2Z_p46985864	551
UBE2Z_p46985870	588
UBE2Z_p46985876	222
UBE2Z_p46985928	1367
UBE2Z_p46985937	657
UBE2Z_p46985943	754
UBE2Z_p46985950	326
UBE2Z_p46985955	386
UBE2Z_p46985972	47
UBE3A_m25620679	103
UBE3A_m25620856	279
UBE3A_p25616806	80
UBE3A_p25616865	445
UBE3A_p25620648	414
UBE3A_p25620671	500
UBE3A_p25620696	613
UBE3A_p25620706	771
UBE3A_p25620743	133
UBE3A_p25620845	209
UBE3B_m109921366	322
UBE3B_m109921378	499
UBE3B_p109921388	268
UBE3B_p109921402	712
UBE3B_p109921415	737
UBE3B_p109921420	771
UBE3B_p109921426	884
UBE3B_p109921445	369
UBE3B_p109921456	1223
UBE3B_p109921495	509
UBE3C_m156932002	424
UBE3C_m156961779	151
UBE3C_m156962996	294
UBE3C_p156931960	919
UBE3C_p156931976	1067
UBE3C_p156931983	486
UBE3C_p156931993	506
UBE3C_p156932006	70
UBE3C_p156961733	417
UBE3C_p156961771	501
UBE4B_m10132102	808
UBE4B_m10132201	825
UBE4B_m10132208	1022
UBE4B_m10132258	485
UBE4B_m10155527	310
UBE4B_m10155537	807
UBE4B_m10155574	500
UBE4B_p10093730	761
UBE4B_p10132071	302
UBE4B_p10132094	72
UBIAD1_m11333589	1031
UBIAD1_m11333629	379
UBIAD1_m11333703	884
UBIAD1_m11333712	232
UBIAD1_m11333730	459
UBIAD1_p11333581	608
UBIAD1_p11333611	386
UBIAD1_p11333631	671
UBIAD1_p11333673	602
UBIAD1_p11333719	1314
UBLCP1_m158695975	336
UBLCP1_m158696026	198
UBLCP1_m158697390	688
UBLCP1_p158696010	72
UBLCP1_p158696055	445
UBLCP1_p158696976	1080
UBLCP1_p158696985	369
UBLCP1_p158697358	1123
UBLCP1_p158697562	207
UBLCP1_p158697629	72
UBN1_m4902931	949
UBN1_m4902949	742
UBN1_m4902956	390
UBN1_m4903069	408
UBN1_m4903080	370
UBN1_p4902936	259
UBN1_p4902977	104
UBN1_p4902984	273
UBN1_p4903016	444
UBN1_p4903033	288
UBN2_m138916242	320
UBN2_m138916305	380
UBN2_m138916339	194
UBN2_m138916427	251
UBN2_m138916450	278
UBN2_p138916250	742
UBN2_p138916255	551
UBN2_p138916277	643
UBN2_p138916346	1
UBN2_p138916351	420
UBOX5_m3103043	146
UBOX5_m3103068	126
UBOX5_m3103103	243
UBOX5_m3103161	181
UBOX5_m3103168	420
UBOX5_p3103022	424
UBOX5_p3103089	150
UBOX5_p3103114	786
UBOX5_p3103955	678
UBOX5_p3103967	119
UBP1_m33481251	825
UBP1_m33481258	615
UBP1_m33481263	325
UBP1_m33481269	491
UBP1_m33481297	812
UBP1_m33481302	1158
UBP1_m33481315	1015
UBP1_m33481321	550
UBP1_m33481333	1103
UBP1_p33481280	596
UBQLN1_m86322532	669
UBQLN1_m86322562	277
UBQLN1_m86322583	460
UBQLN1_p86322420	509
UBQLN1_p86322489	447
UBQLN1_p86322519	164
UBQLN1_p86322534	528
UBQLN1_p86322541	364
UBQLN1_p86322567	43
UBQLN1_p86322573	243
UBQLN2_m56590307	505
UBQLN2_m56590350	175
UBQLN2_m56590356	813
UBQLN2_m56590426	391
UBQLN2_m56590453	429
UBQLN2_p56590297	305
UBQLN2_p56590309	768
UBQLN2_p56590416	210
UBQLN2_p56590443	198
UBQLN2_p56590458	220
UBQLN4_m156020986	1087
UBQLN4_m156021572	666
UBQLN4_m156021586	756
UBQLN4_m156021641	85
UBQLN4_m156023386	638
UBQLN4_p156020988	701
UBQLN4_p156021004	277
UBQLN4_p156021481	263
UBQLN4_p156021575	518
UBQLN4_p156023375	113
UBR2_m42532078	550
UBR2_m42541494	353
UBR2_m42541512	539
UBR2_p42532044	184
UBR2_p42532059	1146
UBR2_p42532065	552
UBR2_p42532086	489
UBR2_p42532095	651
UBR2_p42532101	51
UBR2_p42532110	1082
UBR4_m19536603	759
UBR4_m19536643	1351
UBR4_m19536702	817
UBR4_m19536708	440
UBR4_m19536714	638
UBR4_m19536720	359
UBR4_m19536728	918
UBR4_p19536592	641
UBR4_p19536607	485
UBR4_p19536615	89
UBR5_m103373383	193
UBR5_m103424427	561
UBR5_m103424443	509
UBR5_p103373356	575
UBR5_p103373404	522
UBR5_p103424392	80
UBR5_p103424399	772
UBR5_p103424406	392
UBR5_p103424412	669
UBR5_p103424432	1087
UBTD2_m171661221	469
UBTD2_m171661272	308
UBTD2_m171661292	575
UBTD2_m171710601	74
UBTD2_m171710614	227
UBTD2_m171710634	162
UBTD2_p171661280	374
UBTD2_p171710605	658
UBTD2_p171710626	617
UBTD2_p171710648	396
UBTF_m42293898	125
UBTF_m42293913	1164
UBTF_m42294067	772
UBTF_m42295592	546
UBTF_p42293962	249
UBTF_p42293989	615
UBTF_p42293997	884
UBTF_p42294048	401
UBTF_p42294053	65
UBTF_p42295552	29
UBXN1_m62446068	844
UBXN1_m62446163	215
UBXN1_m62446168	1219
UBXN1_m62446177	1070
UBXN1_m62446185	788
UBXN1_m62446193	167
UBXN1_m62446357	811
UBXN1_m62446382	527
UBXN1_p62446196	366
UBXN1_p62446374	270
UBXN2B_m59323971	1093
UBXN2B_m59324007	528
UBXN2B_m59329415	207
UBXN2B_m59329457	242
UBXN2B_p59323950	589
UBXN2B_p59323958	439
UBXN2B_p59323963	395
UBXN2B_p59323974	1083
UBXN2B_p59323981	271
UBXN2B_p59329395	115
UBXN4_m136499513	102
UBXN4_m136499521	446
UBXN4_m136499526	129
UBXN4_p136499485	900
UBXN4_p136499492	887
UBXN4_p136499504	443
UBXN4_p136499546	128
UBXN4_p136499555	0
UBXN4_p136505840	1805
UBXN4_p136505851	731
UBXN6_m4453513	524
UBXN6_m4453928	581
UBXN6_m4453962	556
UBXN6_m4453969	536
UBXN6_p4453446	360
UBXN6_p4453478	440
UBXN6_p4453500	806
UBXN6_p4453914	148
UBXN6_p4453933	321
UBXN6_p4453974	106
UCHL1_m41259654	711
UCHL1_m41259709	483
UCHL1_m41259715	159
UCHL1_m41259743	859
UCHL1_p41258989	5
UCHL1_p41259614	398
UCHL1_p41259619	556
UCHL1_p41259645	154
UCHL1_p41259676	175
UCHL1_p41259681	103
UCHL3_m76134959	461
UCHL3_m76134972	448
UCHL3_m76134978	1166
UCHL3_m76140930	741
UCHL3_m76141390	356
UCHL3_p76134944	150
UCHL3_p76140832	841
UCHL3_p76140911	666
UCHL3_p76140920	845
UCHL3_p76140965	767
UCHL5_m192998726	257
UCHL5_m193020940	238
UCHL5_m193028322	263
UCHL5_m193028375	481
UCHL5_m193028385	754
UCHL5_p192998736	1224
UCHL5_p193018921	289
UCHL5_p193020911	54
UCHL5_p193020920	179
UCHL5_p193028312	256
UCKL1_m62577863	249
UCKL1_m62577957	460
UCKL1_m62577974	400
UCKL1_m62577979	664
UCKL1_p62577877	939
UCKL1_p62577902	522
UCKL1_p62577916	441
UCKL1_p62577939	0
UCKL1_p62577946	716
UCKL1_p62577959	1131
UFD1L_m19462602	343
UFD1L_m19462608	302
UFD1L_m19463020	1469
UFD1L_m19463032	759
UFD1L_m19463091	178
UFD1L_p19462581	486
UFD1L_p19462588	51
UFD1L_p19463006	1109
UFD1L_p19463047	1034
UFD1L_p19463079	184
UFL1_m96969762	339
UFL1_m96969789	486
UFL1_m96969796	609
UFL1_m96969813	108
UFL1_m96969819	454
UFL1_p96969741	132
UFL1_p96969753	178
UFL1_p96969777	104
UFL1_p96969804	1185
UFL1_p96971011	617
UFSP2_m186339791	914
UFSP2_m186343640	158
UFSP2_m186343665	410
UFSP2_m186343676	204
UFSP2_m186343701	310
UFSP2_p186339775	435
UFSP2_p186339794	938
UFSP2_p186339816	575
UFSP2_p186339834	664
UFSP2_p186339861	744
UHMK1_m162469782	197
UHMK1_m162469791	951
UHMK1_m162469852	231
UHMK1_m162469859	1179
UHMK1_m162469870	1515
UHMK1_m162469943	531
UHMK1_p162469796	925
UHMK1_p162469811	473
UHMK1_p162469839	159
UHMK1_p162469925	730
UHRF1_m4910919	1734
UHRF1_m4910937	106
UHRF1_p4910887	891
UHRF1_p4910892	1200
UHRF1_p4910899	549
UHRF1_p4910904	204
UHRF1_p4910923	1012
UHRF1_p4910947	588
UHRF1_p4910953	1090
UHRF1_p4910961	743
UHRF2_m6413512	601
UHRF2_m6413536	2040
UHRF2_m6413560	144
UHRF2_m6413610	906
UHRF2_p6413480	603
UHRF2_p6413496	935
UHRF2_p6413519	1081
UHRF2_p6413566	495
UHRF2_p6413612	644
UHRF2_p6420926	312
UIMC1_m176402417	743
UIMC1_m176409471	457
UIMC1_m176409476	707
UIMC1_m176409507	1242
UIMC1_m176409523	470
UIMC1_m176409558	113
UIMC1_m176409567	42
UIMC1_m176409574	836
UIMC1_p176409463	984
UIMC1_p176409546	494
ULK1_m132379555	309
ULK1_m132379577	644
ULK1_m132379599	461
ULK1_m132379608	182
ULK1_p132379534	687
ULK1_p132379540	725
ULK1_p132379557	985
ULK1_p132379581	937
ULK1_p132379591	610
ULK1_p132379620	65
ULK2_m19752707	433
ULK2_m19768117	400
ULK2_m19769068	743
ULK2_m19770657	578
ULK2_m19770679	1148
ULK2_m19770686	1277
ULK2_m19770696	1160
ULK2_m19770719	1406
ULK2_p19752678	159
ULK2_p19770709	758
ULK3_m75135343	519
ULK3_m75135358	1202
ULK3_m75135367	897
ULK3_m75135387	393
ULK3_m75135441	677
ULK3_p75135347	496
ULK3_p75135374	335
ULK3_p75135379	297
ULK3_p75135394	590
ULK3_p75135399	445
ULK4_m41979604	859
ULK4_m41979614	65
ULK4_m41996116	910
ULK4_m41996180	1141
ULK4_m41996185	275
ULK4_m41996191	187
ULK4_m41996216	1169
ULK4_p41996098	936
ULK4_p41996108	0
ULK4_p41996137	647
UNC45A_m91478852	569
UNC45A_m91478864	340
UNC45A_m91478885	524
UNC45A_p91478763	546
UNC45A_p91478774	753
UNC45A_p91478781	959
UNC45A_p91478803	1009
UNC45A_p91478812	648
UNC45A_p91478838	327
UNC45A_p91478844	378
UNC50_m99226231	929
UNC50_m99226280	528
UNC50_m99226304	296
UNC50_m99226341	397
UNC50_p99226236	285
UNC50_p99226259	487
UNC50_p99226266	840
UNC50_p99226282	613
UNC50_p99226310	467
UNC50_p99226352	319
UNCX_m1272667	184
UNCX_m1272673	367
UNCX_m1272728	376
UNCX_m1272733	586
UNCX_m1272792	551
UNCX_m1272798	1580
UNCX_p1272652	164
UNCX_p1272675	885
UNCX_p1272739	637
UNCX_p1272744	487
UNG_m109536259	534
UNG_m109536287	207
UNG_m109536294	60
UNG_m109536299	264
UNG_m109536309	788
UNG_m109536342	385
UNG_m109536348	448
UNG_p109536232	781
UNG_p109536316	1612
UNG_p109536322	891
UNKL_m1417701	612
UNKL_m1417709	579
UNKL_m1417722	425
UNKL_m1417730	1121
UNKL_m1417736	172
UNKL_m1417747	912
UNKL_m1417819	146
UNKL_m1417852	736
UNKL_p1417750	290
UNKL_p1417821	230
UPF1_m18943042	920
UPF1_m18943065	809
UPF1_m18943082	1
UPF1_p18943005	725
UPF1_p18943015	1044
UPF1_p18943044	438
UPF1_p18943050	566
UPF1_p18943056	99
UPF1_p18943069	333
UPF1_p18943084	264
UPF2_m12071464	1063
UPF2_m12071485	475
UPF2_m12071494	553
UPF2_m12077100	516
UPF2_m12077280	611
UPF2_m12077317	621
UPF2_m12077361	206
UPF2_p12077074	220
UPF2_p12077243	94
UPF2_p12077266	361
UPF3A_m115047139	187
UPF3A_m115047173	374
UPF3A_m115047199	682
UPF3A_m115047215	538
UPF3A_m115047252	532
UPF3A_m115047291	738
UPF3A_p115047101	876
UPF3A_p115047243	302
UPF3A_p115047275	766
UPF3A_p115047283	791
UPF3B_m118985802	162
UPF3B_m118986737	1473
UPF3B_m118986761	677
UPF3B_m118986802	456
UPF3B_m118986863	706
UPF3B_m118986870	457
UPF3B_m118986878	516
UPF3B_p118985792	329
UPF3B_p118986804	378
UPF3B_p118986844	256
URB1_m33765091	112
URB1_m33765101	191
URB1_m33765113	950
URB1_m33765120	789
URB1_m33765163	537
URB1_m33765181	601
URB1_p33765122	137
URB1_p33765132	319
URB1_p33765144	112
URB1_p33765186	349
URB2_m229763481	524
URB2_m229763494	167
URB2_m229768149	266
URB2_m229768166	500
URB2_p229763377	329
URB2_p229768007	437
URB2_p229768023	797
URB2_p229768073	363
URB2_p229768079	122
URB2_p229768135	217
URGCP_m43918805	519
URGCP_m43918848	275
URGCP_m43921278	223
URGCP_m43921284	470
URGCP_m43921507	591
URGCP_p43918763	755
URGCP_p43918778	402
URGCP_p43918784	154
URGCP_p43918796	193
URGCP_p43921493	99
URI1_m30462128	955
URI1_m30476158	414
URI1_m30476179	659
URI1_m30477232	788
URI1_m30477316	103
URI1_m30496321	218
URI1_p30462112	398
URI1_p30477176	130
URI1_p30477271	347
URI1_p30477294	761
UROD_m45478594	131
UROD_m45478671	720
UROD_m45478680	253
UROD_p45477928	775
UROD_p45477933	653
UROD_p45478563	410
UROD_p45478607	464
UROD_p45478637	1140
UROD_p45478650	257
UROD_p45478792	773
USB1_m58035403	45
USB1_m58035479	146
USB1_m58036396	48
USB1_m58036401	624
USB1_p58035410	456
USB1_p58035422	504
USB1_p58035427	680
USB1_p58035433	532
USB1_p58035439	1650
USB1_p58035444	440
USF1_m161011936	336
USF1_m161011948	489
USF1_m161011954	540
USF1_m161011978	163
USF1_m161011988	916
USF1_m161011997	861
USF1_p161011902	676
USF1_p161011907	200
USF1_p161011920	662
USF1_p161011940	489
USF2_m35760004	288
USF2_m35760021	632
USF2_m35760034	765
USF2_m35760050	742
USF2_m35760364	0
USF2_m35760496	170
USF2_p35760006	253
USF2_p35760345	771
USF2_p35760351	514
USF2_p35760369	473
USH1C_m17553051	454
USH1C_m17553065	1834
USH1C_m17553078	619
USH1C_m17553084	835
USH1C_p17553002	317
USH1C_p17553009	522
USH1C_p17553014	811
USH1C_p17553036	568
USH1C_p17565805	498
USH1C_p17565814	283
USO1_m76650049	694
USO1_m76650064	360
USO1_m76678648	159
USO1_m76691603	564
USO1_m76691988	1191
USO1_p76649997	506
USO1_p76678658	330
USO1_p76691667	45
USO1_p76691975	630
USO1_p76691980	540
USP10_m84773920	415
USP10_m84778350	567
USP10_m84778440	268
USP10_m84778626	1556
USP10_m84778631	410
USP10_p84767087	438
USP10_p84773908	987
USP10_p84773931	368
USP10_p84773937	734
USP10_p84778420	722
USP11_m47092354	132
USP11_m47092360	256
USP11_m47092366	245
USP11_m47092466	79
USP11_p47092397	583
USP11_p47092413	576
USP11_p47092423	780
USP11_p47092429	679
USP11_p47092456	341
USP11_p47092468	415
USP15_m62654229	611
USP15_p62654183	641
USP15_p62654191	1089
USP15_p62654200	261
USP15_p62654211	94
USP15_p62687958	323
USP15_p62687970	514
USP15_p62687997	694
USP15_p62688013	163
USP15_p62688053	303
USP16_m30400270	1439
USP16_m30400283	219
USP16_m30403000	651
USP16_m30403061	473
USP16_p30400226	380
USP16_p30400233	799
USP16_p30400273	500
USP16_p30402966	232
USP16_p30403064	430
USP16_p30403072	419
USP18_m18640453	138
USP18_m18640473	567
USP18_m18640553	192
USP18_m18640565	699
USP18_m18640572	1109
USP18_p18640417	491
USP18_p18640424	1194
USP18_p18640434	792
USP18_p18640456	512
USP18_p18640545	612
USP1_m62905544	328
USP1_m62905556	260
USP1_m62907174	157
USP1_m62907192	125
USP1_m62907225	126
USP1_p62905547	1659
USP1_p62905559	510
USP1_p62905627	861
USP1_p62907257	217
USP1_p62907924	215
USP21_m161130437	305
USP21_m161130443	436
USP21_m161130453	395
USP21_m161130462	392
USP21_m161130467	707
USP21_m161130494	350
USP21_m161130523	271
USP21_m161130530	589
USP21_m161130571	913
USP21_p161130538	194
USP22_m20946060	212
USP22_m20946086	539
USP22_m20946102	300
USP22_m20946114	775
USP22_m20946125	432
USP22_p20946051	983
USP22_p20946065	451
USP22_p20946094	275
USP22_p20946106	204
