gRNA	HL60.final
THEMIS_m128151023	2307
THEMIS_m128176221	1953
THEMIS_m128176314	507
THEMIS_p128150964	1112
THEMIS_p128150982	1745
THEMIS_p128150996	591
THEMIS_p128151027	1452
THEMIS_p128176179	1157
THOC1_m265469	751
THOC1_m267967	842
THOC1_m267974	566
THOC1_m267980	108
THOC1_p265441	1671
THOC1_p265448	2331
THOC1_p265455	592
THOC1_p265500	639
THOC1_p267984	164
THOC1_p267990	234
THOC2_m122846701	287
THOC2_m122846745	1379
THOC2_m122866810	270
THOC2_m122866815	134
THOC2_m122866826	401
THOC2_m122866839	99
THOC2_m122866856	1932
THOC2_m122866862	1698
THOC2_p122840772	304
THOC2_p122866842	586
THOC5_m29940545	386
THOC5_m29940552	931
THOC5_m29940561	2118
THOC5_m29940570	768
THOC5_m29945042	2061
THOC5_p29940524	764
THOC5_p29945025	527
THOC5_p29945056	1076
THOC5_p29945082	370
THOC5_p29945115	1719
THOC6_m3074357	501
THOC6_m3075722	1740
THOC6_m3075740	2314
THOC6_m3075748	503
THOC6_p3074329	483
THOC6_p3074338	421
THOC6_p3074344	112
THOC6_p3075701	1426
THOC6_p3075712	1949
THOC6_p3075753	1196
THOC7_m63825334	875
THOC7_m63825341	641
THOC7_m63825348	1457
THOC7_m63825360	496
THOC7_m63825396	733
THOC7_m63825406	1152
THOC7_m63825412	916
THOC7_m63825418	100
THOC7_m63825438	215
THOC7_p63849445	563
THRAP3_m36748261	1368
THRAP3_m36751967	757
THRAP3_m36751985	683
THRAP3_m36752022	524
THRAP3_p36748264	320
THRAP3_p36748273	4084
THRAP3_p36748279	2575
THRAP3_p36752032	808
THRAP3_p36752044	931
THRAP3_p36752054	2618
THRA_m38230782	617
THRA_m38233128	595
THRA_m38233182	1479
THRA_m38233759	668
THRA_m38233770	508
THRA_p38230740	1610
THRA_p38230750	1027
THRA_p38230764	56
THRA_p38230772	2642
THRA_p38233118	830
THRB_m24231715	2148
THRB_m24231733	1155
THRB_m24231758	1633
THRB_m24270430	2041
THRB_p24231717	1771
THRB_p24231764	912
THRB_p24231776	1064
THRB_p24231787	309
THRB_p24231795	103
THRB_p24270420	1297
THRSP_m77774928	1003
THRSP_m77774954	1144
THRSP_m77774973	1164
THRSP_m77774983	1533
THRSP_m77774994	1795
THRSP_m77775029	703
THRSP_m77775034	940
THRSP_p77774956	1791
THRSP_p77774961	203
THRSP_p77774986	612
THTPA_m24025973	514
THTPA_m24026004	745
THTPA_m24026014	320
THTPA_m24026051	1768
THTPA_p24025953	2179
THTPA_p24025965	1757
THTPA_p24025987	2472
THTPA_p24025993	742
THTPA_p24026006	691
THTPA_p24026019	342
THYN1_m134121025	1096
THYN1_m134121077	426
THYN1_m134121139	1742
THYN1_m134121189	1622
THYN1_m134122741	1560
THYN1_p134121028	289
THYN1_p134121036	513
THYN1_p134121058	1891
THYN1_p134121106	944
THYN1_p134122743	811
TH_m2192928	1852
TH_m2192937	1702
TH_m2192943	1315
TH_m2192955	1179
TH_m2192970	1433
TH_m2192982	1071
TH_p2192911	617
TH_p2192962	349
TH_p2192974	2109
TH_p2192984	312
TIA1_m70454935	902
TIA1_m70456434	715
TIA1_m70457889	2187
TIA1_m70457894	2041
TIA1_m70457905	1322
TIA1_m70457981	328
TIA1_m70463244	1147
TIA1_m70463301	1071
TIA1_p70463267	1454
TIA1_p70475541	1509
TIAF1_m27401114	1503
TIAF1_m27401138	164
TIAF1_m27401144	1217
TIAF1_m27401153	2090
TIAF1_m27401158	1300
TIAF1_p27401117	911
TIAF1_p27401123	1682
TIAF1_p27401160	421
TIAF1_p27401175	1179
TIAF1_p27401185	1768
TIAL1_m121341501	81
TIAL1_m121341719	1021
TIAL1_m121341991	1439
TIAL1_m121342041	1650
TIAL1_m121347697	707
TIAL1_p121339494	711
TIAL1_p121347701	1735
TIAL1_p121347720	1850
TIAL1_p121355931	1240
TIAL1_p121355956	845
TICRR_m90118896	341
TICRR_m90118906	405
TICRR_m90118941	136
TICRR_m90118948	355
TICRR_p90118828	898
TICRR_p90118837	202
TICRR_p90118910	211
TICRR_p90118915	414
TICRR_p90118920	1884
TICRR_p90118929	1394
TIE1_m43770645	1955
TIE1_m43770695	1060
TIE1_m43770702	1868
TIE1_m43770723	1372
TIE1_m43770751	1110
TIE1_m43770759	2651
TIE1_p43770715	2566
TIE1_p43770732	995
TIE1_p43770741	4201
TIE1_p43770763	1049
TIGD1_m233412870	1132
TIGD1_m233413501	528
TIGD1_m233413812	386
TIGD1_m233414473	1246
TIGD1_p233412852	408
TIGD1_p233413347	937
TIGD1_p233413803	557
TIGD1_p233414074	212
TIGD1_p233414444	1647
TIGD1_p233414459	206
TIGD3_m65123313	898
TIGD3_m65123319	405
TIGD3_m65123325	224
TIGD3_m65123350	1203
TIGD3_m65123361	2488
TIGD3_p65123299	2337
TIGD3_p65123329	885
TIGD3_p65123353	427
TIGD3_p65123364	495
TIGD3_p65123374	15
TIGD4_m153691759	2045
TIGD4_m153691839	958
TIGD4_m153691877	370
TIGD4_m153692019	1502
TIGD4_m153692052	547
TIGD4_m153692059	1274
TIGD4_m153692140	1666
TIGD4_p153691780	1686
TIGD4_p153691824	2175
TIGD4_p153692111	2095
TIGD5_m144680206	870
TIGD5_m144680215	801
TIGD5_m144680227	1821
TIGD5_m144680239	2167
TIGD5_m144680245	2525
TIGD5_m144680266	1114
TIGD5_p144680258	1111
TIGD5_p144680269	674
TIGD5_p144680295	1611
TIGD5_p144680303	881
TIGD6_m149375608	1443
TIGD6_m149375673	1002
TIGD6_m149375723	456
TIGD6_m149375766	0
TIGD6_m149375814	3160
TIGD6_m149375827	1390
TIGD6_m149375834	1269
TIGD6_m149375868	1081
TIGD6_m149375900	903
TIGD6_p149375768	629
TIGD7_m3350356	772
TIGD7_m3350367	2481
TIGD7_m3350384	1690
TIGD7_m3350396	1690
TIGD7_m3350422	1130
TIGD7_m3350439	533
TIGD7_m3350543	458
TIGD7_m3350577	533
TIGD7_m3350602	375
TIGD7_p3350328	2403
TIMELESS_m56827654	1038
TIMELESS_m56827681	645
TIMELESS_m56827701	1264
TIMELESS_m56827859	1577
TIMELESS_m56827875	346
TIMELESS_m56827892	1172
TIMELESS_p56827668	386
TIMELESS_p56827847	1203
TIMELESS_p56827884	662
TIMELESS_p56827897	522
TIMM50_m39971191	628
TIMM50_m39971223	2369
TIMM50_m39971286	854
TIMM50_m39971315	512
TIMM50_m39971326	245
TIMM50_m39971353	742
TIMM50_p39971183	912
TIMM50_p39971225	1406
TIMM50_p39971251	360
TIMM50_p39971334	1832
TINF2_m24711456	153
TINF2_m24711467	62
TINF2_m24711489	60
TINF2_p24711357	377
TINF2_p24711363	674
TINF2_p24711380	342
TINF2_p24711422	731
TINF2_p24711469	330
TINF2_p24711491	189
TINF2_p24711504	181
TIPARP_m156395502	1533
TIPARP_m156395510	403
TIPARP_m156395516	1696
TIPARP_m156395534	1668
TIPARP_m156395563	499
TIPARP_m156395643	674
TIPARP_p156395473	1012
TIPARP_p156395625	756
TIPARP_p156395634	827
TIPARP_p156395675	1856
TIPIN_m66641674	452
TIPIN_m66641727	917
TIPIN_m66644535	668
TIPIN_m66645154	2780
TIPIN_m66645172	1111
TIPIN_p66644462	1073
TIPIN_p66644505	1742
TIPIN_p66644526	461
TIPIN_p66645139	187
TIPIN_p66645230	1105
TIPRL_m168148316	231
TIPRL_m168148326	629
TIPRL_m168148335	997
TIPRL_m168148347	417
TIPRL_m168148366	1328
TIPRL_m168148385	709
TIPRL_m168148391	525
TIPRL_p168148306	1160
TIPRL_p168148339	484
TIPRL_p168148356	373
TJAP1_m43466787	1889
TJAP1_m43466824	697
TJAP1_m43468488	877
TJAP1_m43469262	620
TJAP1_p43466774	604
TJAP1_p43466796	614
TJAP1_p43466803	354
TJAP1_p43466813	1312
TJAP1_p43469251	709
TJAP1_p43469274	1017
TJP1_m30065525	585
TJP1_m30065543	1256
TJP1_m30065549	786
TJP1_m30092850	2892
TJP1_m30092877	2489
TJP1_m30092892	812
TJP1_m30114215	1604
TJP1_p30065534	175
TJP1_p30114189	277
TJP1_p30114201	610
TJP2_m71831362	1337
TJP2_m71833209	1544
TJP2_m71835818	824
TJP2_p71831266	1739
TJP2_p71831331	746
TJP2_p71831336	623
TJP2_p71831347	371
TJP2_p71833179	1439
TJP2_p71835791	1424
TJP2_p71835822	2632
TKTL1_m153533737	258
TKTL1_m153533746	1977
TKTL1_m153533766	1358
TKTL1_p153533696	1171
TKTL1_p153533724	1292
TKTL1_p153533751	230
TKTL1_p153537689	1893
TKTL1_p153537695	294
TKTL1_p153537702	780
TKTL1_p153537711	1693
TKT_m53289864	238
TKT_m53289876	616
TKT_m53289906	1382
TKT_m53289912	1052
TKT_p53289855	1448
TKT_p53289880	740
TKT_p53289895	538
TKT_p53289917	1161
TKT_p53289924	741
TKT_p53289937	433
TLE1_m84300749	1686
TLE1_m84300788	1175
TLE1_m84302292	230
TLE1_m84302297	425
TLE1_p84302246	1754
TLE1_p84302284	861
TLE1_p84302301	516
TLE1_p84302306	3314
TLE1_p84303118	1517
TLE1_p84303126	321
TLE2_m3019752	1220
TLE2_m3019761	644
TLE2_m3025057	419
TLE2_m3027828	1159
TLE2_m3027853	375
TLE2_m3028318	512
TLE2_p3025002	1571
TLE2_p3025007	507
TLE2_p3025012	1400
TLE2_p3025061	1110
TLE3_m70387972	1018
TLE3_m70388543	1079
TLE3_m70389126	554
TLE3_p70388497	4041
TLE3_p70388503	1519
TLE3_p70388556	137
TLE3_p70388564	181
TLE3_p70388572	674
TLE3_p70389108	1310
TLE3_p70389116	2129
TLE6_m2987074	447
TLE6_m2987080	1128
TLE6_p2987053	2121
TLE6_p2987065	995
TLE6_p2987082	124
TLE6_p2987116	1756
TLE6_p2987123	475
TLE6_p2987131	1202
TLE6_p2987164	732
TLE6_p2987195	331
TLK1_m171906403	2795
TLK1_m171906666	1379
TLK1_m171910272	1045
TLK1_m171913062	2186
TLK1_m171917647	2427
TLK1_p171906384	1578
TLK1_p171911611	2247
TLK1_p171912965	2071
TLK1_p171912974	2698
TLK1_p171917587	145
TLK2_m60642438	1106
TLK2_m60678173	575
TLK2_p60598183	2895
TLK2_p60642443	3135
TLK2_p60650565	3426
TLK2_p60655833	1741
TLK2_p60655856	1054
TLK2_p60673935	4851
TLK2_p60678062	3666
TLK2_p60678071	1368
TLX1_m102891309	494
TLX1_m102891316	391
TLX1_m102891321	1303
TLX1_m102891327	1154
TLX1_m102891346	1629
TLX1_p102891288	2761
TLX1_p102891334	1060
TLX1_p102891360	366
TLX1_p102891367	795
TLX1_p102891378	1106
TLX2_m74741957	1368
TLX2_m74741965	2522
TLX2_p74741920	863
TLX2_p74741969	1864
TLX2_p74741990	618
TLX2_p74742029	986
TLX2_p74742077	525
TLX2_p74742085	127
TLX2_p74742092	1729
TLX2_p74742101	2065
TLX3_m170736398	2146
TLX3_m170736404	1141
TLX3_m170736415	2514
TLX3_m170736440	1569
TLX3_m170736449	257
TLX3_m170736521	272
TLX3_m170736532	2261
TLX3_m170736539	1404
TLX3_p170736428	331
TLX3_p170736480	735
TMBIM6_m50146277	1096
TMBIM6_m50146761	713
TMBIM6_m50146779	1514
TMBIM6_m50149425	1368
TMBIM6_m50149436	1665
TMBIM6_p50146764	1620
TMBIM6_p50146800	506
TMBIM6_p50146807	876
TMBIM6_p50146842	215
TMBIM6_p50149417	275
TMCO6_m140019135	555
TMCO6_m140019322	737
TMCO6_m140019387	56
TMCO6_p140019104	686
TMCO6_p140019109	1319
TMCO6_p140019126	225
TMCO6_p140019158	1051
TMCO6_p140019333	405
TMCO6_p140019344	784
TMCO6_p140019390	1793
TMEM100_m53798304	1396
TMEM100_m53798325	1975
TMEM100_m53798370	761
TMEM100_m53798403	948
TMEM100_m53798412	1362
TMEM100_p53798306	1431
TMEM100_p53798314	703
TMEM100_p53798335	401
TMEM100_p53798372	2645
TMEM100_p53798395	491
TMEM101_m42091866	948
TMEM101_m42092185	1402
TMEM101_m42092193	827
TMEM101_m42092199	1431
TMEM101_m42092262	1691
TMEM101_m42092267	1436
TMEM101_m42092293	1310
TMEM101_m42092306	1363
TMEM101_p42091869	755
TMEM101_p42091877	2473
TMEM102_m7339246	4069
TMEM102_m7339256	1368
TMEM102_p7339185	1954
TMEM102_p7339259	588
TMEM102_p7339294	1776
TMEM102_p7339300	1930
TMEM102_p7339309	474
TMEM102_p7339317	130
TMEM102_p7339325	2937
TMEM102_p7339336	1178
TMEM104_m72781619	1135
TMEM104_m72781646	931
TMEM104_m72781672	2199
TMEM104_m72781677	1296
TMEM104_m72781690	1393
TMEM104_p72773472	301
TMEM104_p72781607	1133
TMEM104_p72781631	2844
TMEM104_p72781637	878
TMEM104_p72781658	986
TMEM105_m79287711	534
TMEM105_m79287735	1018
TMEM105_m79287759	1095
TMEM105_m79287772	164
TMEM105_m79288225	826
TMEM105_m79288243	1595
TMEM105_m79288252	1196
TMEM105_p79287714	1990
TMEM105_p79287719	1449
TMEM105_p79288194	1800
TMEM106A_m41365119	392
TMEM106A_m41365124	1974
TMEM106A_m41365132	1299
TMEM106A_m41365163	336
TMEM106A_m41365201	1358
TMEM106A_m41365223	1613
TMEM106A_p41365073	0
TMEM106A_p41365147	468
TMEM106A_p41365186	1058
TMEM106A_p41365227	1582
TMEM106B_m12254463	866
TMEM106B_m12254543	789
TMEM106B_m12254583	1195
TMEM106B_m12254617	1730
TMEM106B_m12254622	1115
TMEM106B_m12258096	1247
TMEM106B_p12254472	5850
TMEM106B_p12254532	1633
TMEM106B_p12254609	977
TMEM106B_p12254629	626
TMEM106C_m48358052	2283
TMEM106C_m48358059	973
TMEM106C_m48358135	1239
TMEM106C_m48358152	336
TMEM106C_p48358062	3049
TMEM106C_p48358067	2606
TMEM106C_p48358075	2312
TMEM106C_p48358090	305
TMEM106C_p48358163	928
TMEM106C_p48358184	2059
TMEM107_m8079519	937
TMEM107_m8079526	950
TMEM107_m8079546	1224
TMEM107_m8079558	237
TMEM107_p8079305	2992
TMEM107_p8079325	259
TMEM107_p8079511	868
TMEM107_p8079537	2187
TMEM107_p8079576	2036
TMEM107_p8079583	2134
TMEM108_m132948177	3298
TMEM108_m132948187	2103
TMEM108_m133098602	1377
TMEM108_m133098622	1570
TMEM108_m133098651	1090
TMEM108_m133098657	983
TMEM108_p132948151	1324
TMEM108_p133098590	1078
TMEM108_p133098608	2085
TMEM108_p133098637	1819
TMEM109_m60687230	1960
TMEM109_m60687238	1587
TMEM109_m60687245	1151
TMEM109_m60687251	596
TMEM109_m60687265	2254
TMEM109_m60687271	1702
TMEM109_m60687288	919
TMEM109_p60687172	1427
TMEM109_p60687203	852
TMEM109_p60687212	777
TMEM110_m52886687	2974
TMEM110_m52889413	834
TMEM110_m52889419	1103
TMEM110_m52931344	1223
TMEM110_m52931359	1717
TMEM110_m52931400	824
TMEM110_m52931461	1449
TMEM110_p52931301	1096
TMEM110_p52931369	769
TMEM110_p52931407	1762
TMEM115_m50396409	814
TMEM115_m50396424	182
TMEM115_m50396430	555
TMEM115_m50396477	903
TMEM115_p50396362	448
TMEM115_p50396370	1190
TMEM115_p50396376	1023
TMEM115_p50396416	1088
TMEM115_p50396456	692
TMEM115_p50396461	138
TMEM116_m112374602	982
TMEM116_m112375008	711
TMEM116_m112375983	752
TMEM116_p112374558	1454
TMEM116_p112374565	1982
TMEM116_p112374582	1332
TMEM116_p112374589	1378
TMEM116_p112374999	468
TMEM116_p112375017	3058
TMEM116_p112375024	3895
TMEM117_m44238483	1759
TMEM117_m44238555	1190
TMEM117_m44238570	1007
TMEM117_p44238470	34
TMEM117_p44238486	875
TMEM117_p44238495	1453
TMEM117_p44238525	148
TMEM117_p44238574	1420
TMEM117_p44238613	480
TMEM117_p44238619	155
TMEM119_m108986036	1641
TMEM119_m108986043	1187
TMEM119_m108986109	1508
TMEM119_p108985899	3636
TMEM119_p108985983	846
TMEM119_p108986006	2804
TMEM119_p108986050	895
TMEM119_p108986076	950
TMEM119_p108986113	1340
TMEM119_p108986118	3065
TMEM11_m21102064	1351
TMEM11_m21102070	1937
TMEM11_m21102104	2892
TMEM11_m21117405	332
TMEM11_m21117421	1341
TMEM11_m21117433	785
TMEM11_m21117455	1719
TMEM11_p21102116	3002
TMEM11_p21117389	848
TMEM11_p21117412	227
TMEM120A_m75621844	746
TMEM120A_m75623809	1493
TMEM120A_m75623827	700
TMEM120A_m75623839	1218
TMEM120A_p75621847	647
TMEM120A_p75621856	764
TMEM120A_p75623797	1476
TMEM120A_p75623830	565
TMEM120A_p75623844	1682
TMEM120A_p75623850	1221
TMEM120B_m122150808	781
TMEM120B_m122181604	990
TMEM120B_p122150786	2552
TMEM120B_p122150794	2178
TMEM120B_p122150814	1219
TMEM120B_p122150824	1622
TMEM120B_p122150848	1544
TMEM120B_p122181523	477
TMEM120B_p122181542	1063
TMEM120B_p122181551	1715
TMEM121_m105995188	1218
TMEM121_m105995194	1167
TMEM121_m105995200	1398
TMEM121_m105995214	166
TMEM121_m105995278	1614
TMEM121_p105995206	996
TMEM121_p105995224	896
TMEM121_p105995236	2216
TMEM121_p105995251	2297
TMEM121_p105995267	984
TMEM123_m102319576	161
TMEM123_m102323257	1794
TMEM123_m102323286	1960
TMEM123_m102323313	1949
TMEM123_m102323329	1214
TMEM123_m102323337	1246
TMEM123_m102323346	556
TMEM123_p102319537	1258
TMEM123_p102319547	2201
TMEM123_p102323240	159
TMEM125_m43738394	909
TMEM125_m43738486	863
TMEM125_p43738383	2832
TMEM125_p43738437	825
TMEM125_p43738448	4539
TMEM125_p43738466	1923
TMEM125_p43738473	217
TMEM125_p43738491	581
TMEM125_p43738497	658
TMEM125_p43738506	601
TMEM126A_m85365290	1008
TMEM126A_m85366664	1131
TMEM126A_m85366729	2125
TMEM126A_p85365216	536
TMEM126A_p85366623	789
TMEM126A_p85366649	1050
TMEM126A_p85366654	4002
TMEM126A_p85366675	1023
TMEM126A_p85366714	446
TMEM126A_p85367359	562
TMEM126B_m85345201	780
TMEM126B_m85346813	1490
TMEM126B_m85347134	2349
TMEM126B_m85347180	2528
TMEM126B_p85345139	673
TMEM126B_p85345151	1745
TMEM126B_p85345160	2362
TMEM126B_p85345301	1798
TMEM126B_p85346745	3265
TMEM126B_p85347149	677
TMEM127_m96931028	1432
TMEM127_m96931040	1562
TMEM127_p96930951	1218
TMEM127_p96930956	1052
TMEM127_p96930983	1732
TMEM127_p96930991	1104
TMEM127_p96930996	732
TMEM127_p96931018	622
TMEM127_p96931045	545
TMEM127_p96931058	1035
TMEM128_m4242125	1826
TMEM128_m4242133	1330
TMEM128_m4242194	726
TMEM128_m4248005	739
TMEM128_m4248012	1153
TMEM128_m4249340	1473
TMEM128_p4242163	922
TMEM128_p4247957	1926
TMEM128_p4247969	1278
TMEM128_p4248015	919
TMEM129_m1722434	447
TMEM129_m1722447	535
TMEM129_m1722452	3257
TMEM129_m1722478	1070
TMEM129_p1722402	3261
TMEM129_p1722437	370
TMEM129_p1722495	3367
TMEM129_p1722510	1417
TMEM129_p1722522	835
TMEM129_p1722531	2653
TMEM130_m98457951	1033
TMEM130_m98467423	1824
TMEM130_m98467458	2758
TMEM130_m98467469	1938
TMEM130_p98457898	787
TMEM130_p98457910	1856
TMEM130_p98457922	1434
TMEM130_p98467426	2032
TMEM130_p98467432	1932
TMEM130_p98467438	338
TMEM131_m98611959	1387
TMEM131_m98611965	427
TMEM131_m98612029	1256
TMEM131_m98612062	1065
TMEM131_m98612096	1032
TMEM131_p98611977	1007
TMEM131_p98611984	2798
TMEM131_p98612035	1589
TMEM131_p98612065	223
TMEM131_p98612074	596
TMEM132A_m60692162	2012
TMEM132A_m60692173	1178
TMEM132A_m60692184	2073
TMEM132A_m60692190	1112
TMEM132A_m60694696	518
TMEM132A_p60692094	616
TMEM132A_p60692102	2286
TMEM132A_p60692116	2001
TMEM132A_p60694662	711
TMEM132A_p60694667	2930
TMEM132B_m125811188	1141
TMEM132B_m125834062	1940
TMEM132B_m125834118	472
TMEM132B_p125811154	1599
TMEM132B_p125811171	83
TMEM132B_p125811193	1309
TMEM132B_p125833990	944
TMEM132B_p125833998	3756
TMEM132B_p125834067	1137
TMEM132B_p125834108	2593
TMEM132C_m128899321	3683
TMEM132C_m128899329	1025
TMEM132C_m128899337	164
TMEM132C_m128899352	336
TMEM132C_m128899358	1738
TMEM132C_p128751937	1547
TMEM132C_p128751943	2603
TMEM132C_p128752004	2545
TMEM132C_p128752010	990
TMEM132C_p128899364	1671
TMEM132D_m130185132	1045
TMEM132D_m130185156	1260
TMEM132D_m130185208	158
TMEM132D_m130185229	3289
TMEM132D_m130387841	1166
TMEM132D_m130387867	1595
TMEM132D_p130185147	581
TMEM132D_p130185158	2195
TMEM132D_p130387819	1073
TMEM132D_p130387829	1847
TMEM132E_m32908129	2516
TMEM132E_m32908142	1033
TMEM132E_m32953144	530
TMEM132E_m32953196	754
TMEM132E_m32953201	949
TMEM132E_m32953210	600
TMEM132E_m32953224	1833
TMEM132E_m32953244	726
TMEM132E_p32953214	824
TMEM132E_p32953232	1117
TMEM133_m100863156	1930
TMEM133_m100863264	1311
TMEM133_m100863275	733
TMEM133_m100863326	890
TMEM133_m100863384	1671
TMEM133_p100863039	1497
TMEM133_p100863045	2736
TMEM133_p100863061	1199
TMEM133_p100863066	934
TMEM133_p100863291	1664
TMEM134_m67236491	1047
TMEM134_m67236504	3542
TMEM134_m67236518	1181
TMEM134_m67236527	244
TMEM134_m67236537	711
TMEM134_m67236542	345
TMEM134_m67236579	1825
TMEM134_m67236603	1106
TMEM134_m67236608	1187
TMEM134_p67236623	2429
TMEM135_m86749097	2997
TMEM135_m86749109	1566
TMEM135_m86749114	999
TMEM135_m86749137	2163
TMEM135_m86749149	1102
TMEM135_m86749154	1163
TMEM135_m86749190	747
TMEM135_m86749202	2126
TMEM135_p86749121	1675
TMEM135_p86749159	905
TMEM136_p120200797	864
TMEM136_p120200809	1042
TMEM136_p120200822	1556
TMEM136_p120200858	670
TMEM136_p120201111	799
TMEM136_p120201141	941
TMEM136_p120201150	2101
TMEM136_p120201160	908
TMEM136_p120201165	827
TMEM136_p120201182	2091
TMEM138_m61131875	846
TMEM138_m61131888	2523
TMEM138_m61131909	942
TMEM138_m61131920	1328
TMEM138_m61131927	1452
TMEM138_m61131967	813
TMEM138_m61131975	190
TMEM138_m61133522	1075
TMEM138_m61133537	2822
TMEM138_p61131867	426
TMEM139_m142983719	754
TMEM139_m142983725	1280
TMEM139_m142983738	815
TMEM139_m142983775	1829
TMEM139_m142983788	412
TMEM139_m142983823	2191
TMEM139_p142983690	1282
TMEM139_p142983740	1747
TMEM139_p142983746	228
TMEM139_p142983792	981
TMEM140_m134849200	1893
TMEM140_m134849205	1012
TMEM140_m134849211	2027
TMEM140_m134849225	1782
TMEM140_m134849252	747
TMEM140_p134849178	2072
TMEM140_p134849185	1651
TMEM140_p134849191	854
TMEM140_p134849240	1832
TMEM140_p134849280	1202
TMEM141_m139685823	1606
TMEM141_m139685868	741
TMEM141_m139686181	1756
TMEM141_m139686188	962
TMEM141_m139686220	2008
TMEM141_p139685812	733
TMEM141_p139685827	317
TMEM141_p139685839	613
TMEM141_p139685854	1005
TMEM141_p139686387	871
TMEM143_m48866697	398
TMEM143_m48866750	1835
TMEM143_m48867156	796
TMEM143_m48867162	1435
TMEM143_p48866588	1310
TMEM143_p48866600	814
TMEM143_p48866661	1176
TMEM143_p48866666	1612
TMEM143_p48866705	2285
TMEM143_p48866712	1172
TMEM144_m159133842	2730
TMEM144_m159136355	2239
TMEM144_m159136375	985
TMEM144_m159136390	1931
TMEM144_m159138505	1916
TMEM144_p159133810	3214
TMEM144_p159133828	1251
TMEM144_p159136336	346
TMEM144_p159136357	1658
TMEM144_p159138511	714
TMEM145_m42817604	349
TMEM145_m42817635	884
TMEM145_m42817643	690
TMEM145_m42818470	1922
TMEM145_m42818488	1662
TMEM145_m42818606	557
TMEM145_m42818643	799
TMEM145_p42817626	795
TMEM145_p42818452	1162
TMEM145_p42818476	1178
TMEM147_m36037454	469
TMEM147_m36038025	911
TMEM147_m36038079	2182
TMEM147_m36038084	1464
TMEM147_p36037417	1137
TMEM147_p36037437	547
TMEM147_p36037442	73
TMEM147_p36037463	895
TMEM147_p36038030	1588
TMEM147_p36038066	427
TMEM14A_m52541931	1176
TMEM14A_m52546609	1401
TMEM14A_m52546658	4792
TMEM14A_m52546674	577
TMEM14A_p52541891	1777
TMEM14A_p52541921	766
TMEM14A_p52546612	1122
TMEM14A_p52546642	1332
TMEM14A_p52548870	1020
TMEM14A_p52548882	1596
TMEM14C_m10726203	335
TMEM14C_m10728937	333
TMEM14C_m10730864	1230
TMEM14C_m10730894	1333
TMEM14C_p10725211	797
TMEM14C_p10725221	1524
TMEM14C_p10725233	2342
TMEM14C_p10726191	433
TMEM14C_p10728867	1314
TMEM14C_p10728879	677
TMEM150A_m85828559	772
TMEM150A_m85828597	1909
TMEM150A_m85829014	792
TMEM150A_m85829021	837
TMEM150A_p85828561	1084
TMEM150A_p85828577	572
TMEM150A_p85829027	1053
TMEM150A_p85829034	975
TMEM150A_p85829041	2476
TMEM150A_p85829052	956
TMEM150B_m55831927	1426
TMEM150B_m55831943	880
TMEM150B_m55831956	611
TMEM150B_m55831963	1169
TMEM150B_m55832344	1300
TMEM150B_m55832351	667
TMEM150B_p55831929	450
TMEM150B_p55831945	1212
TMEM150B_p55832357	228
TMEM150B_p55832370	4349
TMEM150C_m83424049	5046
TMEM150C_m83424251	1338
TMEM150C_m83425738	961
TMEM150C_m83425745	421
TMEM150C_m83425786	2003
TMEM150C_m83425804	5406
TMEM150C_p83424053	330
TMEM150C_p83424061	268
TMEM150C_p83424208	698
TMEM150C_p83425751	1796
TMEM151A_m66059490	1575
TMEM151A_m66059523	1335
TMEM151A_m66059547	280
TMEM151A_m66061802	619
TMEM151A_m66061814	504
TMEM151A_p66059471	670
TMEM151A_p66059481	1290
TMEM151A_p66059513	1707
TMEM151A_p66059530	1637
TMEM151A_p66059537	484
TMEM151B_m44238490	151
TMEM151B_m44238602	206
TMEM151B_m44238607	224
TMEM151B_m44240811	967
TMEM151B_m44240816	676
TMEM151B_m44240821	1111
TMEM151B_m44240830	2890
TMEM151B_m44240836	361
TMEM151B_p44238547	807
TMEM151B_p44238553	423
TMEM154_m153574040	1843
TMEM154_m153574070	655
TMEM154_m153601024	675
TMEM154_m153601029	1248
TMEM154_m153601051	214
TMEM154_p153573963	1603
TMEM154_p153573985	4063
TMEM154_p153574003	2436
TMEM154_p153601031	2322
TMEM154_p153601042	2740
TMEM155_m122681477	1531
TMEM155_m122682738	2035
TMEM155_m122682818	962
TMEM155_m122683010	984
TMEM155_m122683020	459
TMEM155_p122681469	4679
TMEM155_p122681581	62
TMEM155_p122682760	1596
TMEM155_p122682800	1375
TMEM155_p122682969	1764
TMEM156_m39000345	1857
TMEM156_m39000505	2445
TMEM156_m39000520	1002
TMEM156_m39033847	640
TMEM156_m39033902	352
TMEM156_p39000302	924
TMEM156_p39000334	879
TMEM156_p39000408	1234
TMEM156_p39000455	1450
TMEM156_p39033893	1627
TMEM158_m45267196	1043
TMEM158_m45267251	930
TMEM158_m45267282	2363
TMEM158_m45267395	759
TMEM158_p45267170	1215
TMEM158_p45267183	1825
TMEM158_p45267200	93
TMEM158_p45267209	742
TMEM158_p45267378	754
TMEM158_p45267399	1883
TMEM159_m21172522	4028
TMEM159_m21172586	1639
TMEM159_m21181804	922
TMEM159_m21181818	3350
TMEM159_m21181824	2600
TMEM159_p21172577	1297
TMEM159_p21181762	734
TMEM159_p21181774	1501
TMEM159_p21181792	115
TMEM159_p21181807	933
TMEM160_m47551692	1536
TMEM160_m47551700	1308
TMEM160_m47551794	1315
