gRNA	HL60.final
TMEM160_m47551848	1458
TMEM160_m47551853	1751
TMEM160_m47551860	214
TMEM160_m47551867	915
TMEM160_p47551808	1283
TMEM160_p47551814	2621
TMEM160_p47551821	1060
TMEM161A_m19243990	1316
TMEM161A_m19245594	1242
TMEM161A_m19245612	2673
TMEM161A_m19245638	2168
TMEM161A_m19245677	639
TMEM161A_p19243977	450
TMEM161A_p19245600	2142
TMEM161A_p19245629	2823
TMEM161A_p19245644	307
TMEM161A_p19245668	858
TMEM161B_m87516503	423
TMEM161B_m87521587	2169
TMEM161B_m87536631	839
TMEM161B_m87536649	138
TMEM161B_m87536696	1728
TMEM161B_m87536702	507
TMEM161B_m87536714	270
TMEM161B_p87516491	512
TMEM161B_p87516517	263
TMEM161B_p87524303	87
TMEM163_m135476305	1058
TMEM163_m135476312	2192
TMEM163_m135476319	1950
TMEM163_m135476335	879
TMEM163_m135476349	4025
TMEM163_m135476354	1131
TMEM163_m135476467	1621
TMEM163_p135470844	372
TMEM163_p135476472	2211
TMEM163_p135476484	84
TMEM164_m109352356	1170
TMEM164_m109388031	501
TMEM164_m109388082	383
TMEM164_m109388090	66
TMEM164_p109352308	716
TMEM164_p109352319	852
TMEM164_p109352337	263
TMEM164_p109352348	886
TMEM164_p109388054	769
TMEM164_p109388074	993
TMEM165_m56262400	5279
TMEM165_m56262451	910
TMEM165_m56262456	344
TMEM165_m56262461	749
TMEM165_m56262472	1245
TMEM165_m56262478	226
TMEM165_p56262359	999
TMEM165_p56262370	745
TMEM165_p56262411	821
TMEM165_p56262481	712
TMEM167B_m109633495	430
TMEM167B_m109635520	1024
TMEM167B_m109635562	1054
TMEM167B_m109635568	1529
TMEM167B_m109635598	2151
TMEM167B_p109633482	291
TMEM167B_p109635500	1416
TMEM167B_p109635505	1788
TMEM167B_p109635512	1132
TMEM167B_p109635604	1311
TMEM168_m112424584	335
TMEM168_m112424589	370
TMEM168_m112424714	2041
TMEM168_m112424731	763
TMEM168_m112424747	819
TMEM168_m112424773	1498
TMEM168_m112424781	2513
TMEM168_m112424822	2316
TMEM168_p112424574	466
TMEM168_p112424739	2226
TMEM169_m216960735	1469
TMEM169_m216960832	2876
TMEM169_m216960840	1997
TMEM169_p216960689	1907
TMEM169_p216960694	2880
TMEM169_p216960739	585
TMEM169_p216960751	1506
TMEM169_p216960757	771
TMEM169_p216960762	1916
TMEM169_p216960875	178
TMEM170A_m75498367	647
TMEM170A_m75498408	770
TMEM170A_m75498415	1042
TMEM170A_m75498420	822
TMEM170A_m75498431	998
TMEM170A_m75498487	2502
TMEM170A_p75498359	1311
TMEM170A_p75498372	2421
TMEM170A_p75498400	1306
TMEM170A_p75498438	1261
TMEM170B_m11538538	387
TMEM170B_m11538548	1368
TMEM170B_m11538602	437
TMEM170B_p11538530	1838
TMEM170B_p11538553	633
TMEM170B_p11538561	305
TMEM170B_p11538566	80
TMEM170B_p11538574	828
TMEM170B_p11538584	1864
TMEM170B_p11565889	261
TMEM171_m72419209	2019
TMEM171_m72419238	1328
TMEM171_m72419291	1678
TMEM171_m72419313	2251
TMEM171_m72419321	479
TMEM171_p72419263	409
TMEM171_p72419283	345
TMEM171_p72419305	588
TMEM171_p72419365	2015
TMEM171_p72419386	2359
TMEM173_m138861150	838
TMEM173_m138861189	520
TMEM173_m138861201	1129
TMEM173_m138861249	361
TMEM173_p138861129	1140
TMEM173_p138861135	2660
TMEM173_p138861152	1750
TMEM173_p138861213	1609
TMEM173_p138861252	3231
TMEM173_p138861261	977
TMEM175_m941547	189
TMEM175_m941583	640
TMEM175_m941619	4514
TMEM175_m941627	918
TMEM175_m941655	2652
TMEM175_m941912	1234
TMEM175_m944207	1262
TMEM175_p941585	1443
TMEM175_p941658	2503
TMEM175_p941902	2799
TMEM176A_m150498679	4609
TMEM176A_m150498690	3279
TMEM176A_m150498712	443
TMEM176A_m150498723	1766
TMEM176A_m150498736	730
TMEM176A_p150498643	1189
TMEM176A_p150498703	458
TMEM176A_p150498738	56
TMEM176A_p150498781	273
TMEM176A_p150498789	808
TMEM176B_m150493478	986
TMEM176B_m150493483	1968
TMEM176B_m150493538	2867
TMEM176B_m150493572	1184
TMEM176B_m150493612	928
TMEM176B_m150493620	932
TMEM176B_p150493551	298
TMEM176B_p150493576	1558
TMEM176B_p150493581	2343
TMEM176B_p150493594	821
TMEM177_m120438442	1487
TMEM177_m120438454	1532
TMEM177_m120438509	484
TMEM177_m120438522	2098
TMEM177_p120438414	2236
TMEM177_p120438459	2792
TMEM177_p120438467	569
TMEM177_p120438483	824
TMEM177_p120438492	522
TMEM177_p120438530	326
TMEM178A_m39934233	1177
TMEM178A_m39934293	908
TMEM178A_m39934312	1819
TMEM178A_m39934318	1535
TMEM178A_m39944164	2188
TMEM178A_m39944170	37
TMEM178A_p39934223	416
TMEM178A_p39934254	594
TMEM178A_p39934279	1731
TMEM178A_p39934304	1055
TMEM179B_m62554904	1679
TMEM179B_m62554916	174
TMEM179B_m62554970	1015
TMEM179B_m62554979	587
TMEM179B_m62556519	1047
TMEM179B_m62556534	742
TMEM179B_p62554895	1003
TMEM179B_p62554942	1275
TMEM179B_p62556485	512
TMEM179B_p62556521	1309
TMEM17_m62733190	3029
TMEM17_m62733195	576
TMEM17_m62733218	270
TMEM17_m62733248	2482
TMEM17_m62733254	2012
TMEM17_p62733168	1305
TMEM17_p62733177	433
TMEM17_p62733197	1599
TMEM17_p62733226	2051
TMEM17_p62733232	1438
TMEM180_m104228805	1815
TMEM180_m104228811	2621
TMEM180_m104228850	608
TMEM180_m104228865	296
TMEM180_m104228872	1725
TMEM180_m104228887	403
TMEM180_p104228815	1536
TMEM180_p104228822	1323
TMEM180_p104228830	461
TMEM180_p104228878	584
TMEM181_m158957544	619
TMEM181_m158957549	2325
TMEM181_m158957554	3494
TMEM181_m158957587	374
TMEM181_m158957634	1273
TMEM181_m158957640	694
TMEM181_m158957646	450
TMEM181_m158957664	470
TMEM181_p158957556	359
TMEM181_p158957576	1252
TMEM182_p103378682	2450
TMEM182_p103378694	586
TMEM182_p103378702	1033
TMEM182_p103378762	1117
TMEM182_p103379061	458
TMEM182_p103379070	651
TMEM182_p103379078	1358
TMEM182_p103379086	1225
TMEM182_p103379109	693
TMEM182_p103379118	639
TMEM184A_m1594960	456
TMEM184A_m1595007	2516
TMEM184A_m1595088	1586
TMEM184A_m1595098	2980
TMEM184A_m1595105	2860
TMEM184A_p1594946	588
TMEM184A_p1594951	543
TMEM184A_p1595010	1899
TMEM184A_p1595019	1552
TMEM184A_p1595056	1873
TMEM184B_m38641942	1972
TMEM184B_m38642013	400
TMEM184B_p38627317	493
TMEM184B_p38641934	590
TMEM184B_p38641961	1477
TMEM184B_p38641968	297
TMEM184B_p38641979	1153
TMEM184B_p38642001	1444
TMEM184B_p38642024	4383
TMEM184B_p38642052	1545
TMEM184C_m148539113	2627
TMEM184C_m148539155	1570
TMEM184C_m148539175	1842
TMEM184C_m148539201	431
TMEM184C_p148539142	1972
TMEM184C_p148539166	509
TMEM184C_p148539205	820
TMEM184C_p148544980	2949
TMEM184C_p148544985	1136
TMEM184C_p148544996	894
TMEM185A_m148690403	1570
TMEM185A_m148690416	1947
TMEM185A_m148690438	904
TMEM185A_m148690474	984
TMEM185A_m148690501	1197
TMEM185A_m148713253	530
TMEM185A_p148690444	1447
TMEM185A_p148690466	1171
TMEM185A_p148713220	2471
TMEM185A_p148713226	228
TMEM185B_m120980373	289
TMEM185B_m120980385	910
TMEM185B_m120980431	2954
TMEM185B_p120980333	1120
TMEM185B_p120980354	1429
TMEM185B_p120980393	1207
TMEM185B_p120980422	924
TMEM185B_p120980437	1011
TMEM185B_p120980443	227
TMEM185B_p120980470	1166
TMEM186_m8890340	684
TMEM186_m8890345	486
TMEM186_m8890359	1055
TMEM186_m8890366	1851
TMEM186_m8890378	2558
TMEM186_m8890384	3448
TMEM186_p8890331	611
TMEM186_p8890370	872
TMEM186_p8890413	2063
TMEM186_p8890419	838
TMEM187_m153247553	1409
TMEM187_m153247559	2347
TMEM187_m153247566	640
TMEM187_m153247574	372
TMEM187_m153247610	766
TMEM187_p153247505	401
TMEM187_p153247533	1023
TMEM187_p153247540	1119
TMEM187_p153247596	740
TMEM187_p153247617	1019
TMEM189_m48760146	1116
TMEM189_m48770055	55
TMEM189_m48770104	831
TMEM189_m48770128	34
TMEM189_m48770140	273
TMEM189_m48770151	687
TMEM189_m48770156	1918
TMEM189_m48770169	1091
TMEM189_p48770059	581
TMEM189_p48770130	1840
TMEM18_m675601	980
TMEM18_m675609	1315
TMEM18_m675621	944
TMEM18_m677290	612
TMEM18_p675570	2211
TMEM18_p677276	1625
TMEM18_p677281	2646
TMEM18_p677292	1636
TMEM18_p677315	2865
TMEM18_p677324	2357
TMEM190_m55888241	1546
TMEM190_m55888389	894
TMEM190_p55888212	1624
TMEM190_p55888226	452
TMEM190_p55888248	773
TMEM190_p55888253	657
TMEM190_p55888345	132
TMEM190_p55888353	826
TMEM190_p55888370	284
TMEM190_p55888957	1628
TMEM192_m166024205	628
TMEM192_m166033917	297
TMEM192_p166024133	2313
TMEM192_p166024160	977
TMEM192_p166024165	1295
TMEM192_p166024175	2494
TMEM192_p166024189	3297
TMEM192_p166024208	287
TMEM192_p166024221	885
TMEM192_p166024229	537
TMEM194A_m57472403	790
TMEM194A_m57472409	293
TMEM194A_m57472416	516
TMEM194A_m57472424	112
TMEM194A_m57472476	396
TMEM194A_m57472483	591
TMEM194A_m57472490	4372
TMEM194A_m57472497	2072
TMEM194A_m57472506	163
TMEM194A_m57472520	267
TMEM194B_m191390003	1827
TMEM194B_m191390083	1567
TMEM194B_m191399286	772
TMEM194B_m191399312	1176
TMEM194B_m191399345	93
TMEM194B_p191383866	754
TMEM194B_p191383871	987
TMEM194B_p191383876	4233
TMEM194B_p191399347	737
TMEM194B_p191399352	187
TMEM198_m220409494	865
TMEM198_m220409537	592
TMEM198_m220409553	2488
TMEM198_m220409563	1347
TMEM198_m220409568	2282
TMEM198_m220412234	1173
TMEM198_p220409541	925
TMEM198_p220409572	1983
TMEM198_p220409593	781
TMEM198_p220412222	1088
TMEM199_m26684703	467
TMEM199_m26684775	1074
TMEM199_m26684847	94
TMEM199_m26684866	307
TMEM199_m26684875	212
TMEM199_p26684692	619
TMEM199_p26684716	1095
TMEM199_p26684785	2155
TMEM199_p26684819	456
TMEM199_p26684853	936
TMEM19_m72080461	0
TMEM19_m72080531	3222
TMEM19_m72080584	3551
TMEM19_m72090237	1095
TMEM19_p72080536	201
TMEM19_p72080568	744
TMEM19_p72083373	220
TMEM19_p72083379	1075
TMEM19_p72083420	1942
TMEM19_p72090205	2367
TMEM200A_m130761628	1667
TMEM200A_m130761650	1898
TMEM200A_m130761656	465
TMEM200A_m130761663	256
TMEM200A_m130761700	1218
TMEM200A_p130761558	1195
TMEM200A_p130761573	1633
TMEM200A_p130761578	1759
TMEM200A_p130761667	2071
TMEM200A_p130761673	1510
TMEM200B_m29448118	1109
TMEM200B_m29448125	2061
TMEM200B_m29448140	757
TMEM200B_m29448185	1143
TMEM200B_m29448208	1150
TMEM200B_m29448213	703
TMEM200B_m29448260	336
TMEM200B_m29448272	171
TMEM200B_m29448331	654
TMEM200B_p29448264	2446
TMEM200C_m5892019	833
TMEM200C_m5892038	476
TMEM200C_m5892051	1582
TMEM200C_p5891966	211
TMEM200C_p5891974	951
TMEM200C_p5891979	1651
TMEM200C_p5892005	1193
TMEM200C_p5892022	1050
TMEM200C_p5892029	618
TMEM200C_p5892041	2011
TMEM201_m9648989	1729
TMEM201_m9649067	1404
TMEM201_m9649073	292
TMEM201_m9649089	905
TMEM201_m9655957	641
TMEM201_p9648973	1186
TMEM201_p9649076	863
TMEM201_p9655947	1893
TMEM201_p9655971	1856
TMEM201_p9655980	1062
TMEM202_m72690692	1874
TMEM202_m72690735	846
TMEM202_m72690996	551
TMEM202_m72691004	2053
TMEM202_m72691009	1792
TMEM202_m72691020	2947
TMEM202_m72691027	683
TMEM202_p72690656	2018
TMEM202_p72691037	1034
TMEM202_p72691043	748
TMEM203_m140099753	2484
TMEM203_m140099769	1457
TMEM203_m140099787	1569
TMEM203_m140099796	596
TMEM203_m140099831	601
TMEM203_m140099836	318
TMEM203_m140099844	1257
TMEM203_m140099850	433
TMEM203_p140099778	2942
TMEM203_p140099800	755
TMEM204_m1584283	642
TMEM204_m1584301	451
TMEM204_m1584307	2545
TMEM204_m1584319	1208
TMEM204_m1584335	743
TMEM204_m1584352	442
TMEM204_p1584275	1526
TMEM204_p1584290	967
TMEM204_p1584323	2728
TMEM204_p1584343	764
TMEM205_m11456197	787
TMEM205_m11456228	1141
TMEM205_m11456246	626
TMEM205_m11456272	195
TMEM205_m11456283	1291
TMEM205_p11456035	1390
TMEM205_p11456043	2473
TMEM205_p11456184	601
TMEM205_p11456231	2903
TMEM205_p11456255	215
TMEM206_m212583823	599
TMEM206_m212583841	1702
TMEM206_m212583850	1347
TMEM206_m212583856	634
TMEM206_m212588065	1030
TMEM206_m212588089	1291
TMEM206_p212588051	696
TMEM206_p212588057	1509
TMEM206_p212588071	2711
TMEM206_p212588078	987
TMEM208_m67261122	1500
TMEM208_m67261741	337
TMEM208_m67262261	1461
TMEM208_m67262404	1792
TMEM208_p67261723	843
TMEM208_p67261731	1308
TMEM208_p67261793	750
TMEM208_p67261803	1394
TMEM208_p67262384	803
TMEM208_p67262396	885
TMEM209_m129843646	1482
TMEM209_m129843838	824
TMEM209_m129843859	367
TMEM209_m129843871	784
TMEM209_p129842473	2113
TMEM209_p129842484	662
TMEM209_p129843618	231
TMEM209_p129843829	1857
TMEM209_p129843898	1543
TMEM209_p129843909	2200
TMEM211_m25331458	2121
TMEM211_m25331471	701
TMEM211_m25334134	1155
TMEM211_p25331461	1044
TMEM211_p25331489	1190
TMEM211_p25331533	2721
TMEM211_p25331543	1789
TMEM211_p25334138	1099
TMEM211_p25334152	1106
TMEM211_p25334175	2183
TMEM214_m27255884	448
TMEM214_m27255969	615
TMEM214_m27256029	505
TMEM214_m27256933	2030
TMEM214_m27256944	1542
TMEM214_p27255876	1489
TMEM214_p27255886	1163
TMEM214_p27255909	1946
TMEM214_p27255914	713
TMEM214_p27255976	2759
TMEM216_m61161410	468
TMEM216_m61165261	1746
TMEM216_m61165267	1154
TMEM216_m61165299	3967
TMEM216_m61165305	1532
TMEM216_m61165310	2578
TMEM216_m61165317	2841
TMEM216_p61161399	98
TMEM216_p61165231	1325
TMEM216_p61165273	2235
TMEM217_m37186620	416
TMEM217_m37186658	1085
TMEM217_m37186690	1237
TMEM217_m37186695	845
TMEM217_m37186752	1841
TMEM217_m37186785	1835
TMEM217_m37186791	1206
TMEM217_p37186676	651
TMEM217_p37186710	4443
TMEM217_p37186719	1100
TMEM218_m124967599	732
TMEM218_m124972038	1214
TMEM218_m124972079	547
TMEM218_m124972108	1763
TMEM218_m124972114	1537
TMEM218_m124972120	798
TMEM218_p124967590	2728
TMEM218_p124971091	202
TMEM218_p124971115	999
TMEM218_p124972067	2155
TMEM219_m29974464	1024
TMEM219_m29974478	2113
TMEM219_m29974493	1103
TMEM219_m29974499	728
TMEM219_m29974514	1082
TMEM219_m29974521	1037
TMEM219_m29974534	2215
TMEM219_m29974544	2613
TMEM219_p29974484	1642
TMEM219_p29974502	954
TMEM220_m10632353	2831
TMEM220_m10633098	1906
TMEM220_m10633104	534
TMEM220_m10633110	1226
TMEM220_m10633131	977
TMEM220_m10633139	1253
TMEM220_m10633149	2128
TMEM220_p10632358	1133
TMEM220_p10633084	1752
TMEM220_p10633123	2100
TMEM221_m17559079	1378
TMEM221_m17559107	858
TMEM221_m17559164	898
TMEM221_m17559201	385
TMEM221_m17559216	1479
TMEM221_m17559224	952
TMEM221_m17559243	2166
TMEM221_m17559249	539
TMEM221_m17559254	440
TMEM221_p17559228	1468
TMEM222_m27648746	417
TMEM222_m27648779	3139
TMEM222_m27648809	996
TMEM222_p27648678	1009
TMEM222_p27648683	1621
TMEM222_p27648738	959
TMEM222_p27648750	153
TMEM222_p27648781	1984
TMEM222_p27648790	210
TMEM222_p27648801	454
TMEM223_m62559282	290
TMEM223_m62559291	141
TMEM223_m62559302	672
TMEM223_m62559308	371
TMEM223_m62559345	671
TMEM223_m62559372	2170
TMEM223_m62559437	358
TMEM223_m62559445	463
TMEM223_m62559451	454
TMEM223_p62559318	577
TMEM225_m123755961	879
TMEM225_m123756035	557
TMEM225_m123756103	521
TMEM225_p123755947	2366
TMEM225_p123755965	1676
TMEM225_p123755972	2790
TMEM225_p123755982	2448
TMEM225_p123756024	1524
TMEM225_p123756051	1252
TMEM225_p123756057	1587
TMEM231_m75589970	1170
TMEM231_m75589978	548
TMEM231_m75589986	1090
TMEM231_m75590057	1731
TMEM231_m75590079	319
TMEM231_p75589960	543
TMEM231_p75589996	835
TMEM231_p75590007	2454
TMEM231_p75590017	1714
TMEM231_p75590023	2182
TMEM232_m109976607	296
TMEM232_m109976621	953
TMEM232_m109976640	1003
TMEM232_m109977995	1286
TMEM232_m110002944	659
TMEM232_p109976626	1262
TMEM232_p109976654	1382
TMEM232_p110002973	1450
TMEM232_p110003006	374
TMEM232_p110003021	1094
TMEM233_m120031670	833
TMEM233_m120031676	1233
TMEM233_m120031707	122
TMEM233_m120031714	1109
TMEM233_m120031735	1789
TMEM233_m120031755	2155
TMEM233_m120031766	1598
TMEM233_m120031806	1313
TMEM233_p120031688	1398
TMEM233_p120031718	2210
TMEM234_m32687546	741
TMEM234_m32687556	2663
TMEM234_m32687583	907
TMEM234_m32687595	909
TMEM234_m32687604	1508
TMEM234_m32687610	3266
TMEM234_m32687910	1236
TMEM234_p32687520	667
TMEM234_p32687527	781
TMEM234_p32687902	641
TMEM235_m76228104	1404
TMEM235_m76228111	220
TMEM235_m76228135	1787
TMEM235_m76228141	1521
TMEM235_m76228174	717
TMEM235_m76228186	1453
TMEM235_p76228148	734
TMEM235_p76228157	487
TMEM235_p76228190	856
TMEM235_p76228200	2625
TMEM237_m202498067	971
TMEM237_m202501515	620
TMEM237_m202501556	917
TMEM237_m202501567	1871
TMEM237_m202501574	2081
TMEM237_m202501592	1816
TMEM237_m202505617	302
TMEM237_p202501523	226
TMEM237_p202501540	3784
TMEM237_p202505621	762
TMEM240_m1475069	994
TMEM240_m1475100	971
TMEM240_m1475136	1715
TMEM240_m1475154	530
TMEM240_m1475688	1213
TMEM240_p1475103	976
TMEM240_p1475109	657
TMEM240_p1475146	1671
TMEM240_p1475699	282
TMEM240_p1475706	1364
TMEM241_m21001332	1033
TMEM241_m21001356	1328
TMEM241_m21001361	76
TMEM241_m21001390	1862
TMEM241_m21010596	699
TMEM241_m21017746	381
TMEM241_m21017793	3283
TMEM241_m21017804	619
TMEM241_p21001347	273
TMEM241_p21010588	4723
TMEM242_m157743794	1211
TMEM242_m157744478	1098
TMEM242_m157744485	1533
TMEM242_m157744492	1026
TMEM242_m157744500	160
TMEM242_m157744507	476
TMEM242_p157743731	1089
TMEM242_p157743796	397
TMEM242_p157743804	2200
TMEM242_p157744431	729
TMEM243_m86828350	1019
TMEM243_m86848759	514
TMEM243_m86848793	1029
TMEM243_m86848801	2900
TMEM243_p86827293	2347
TMEM243_p86828313	584
TMEM243_p86848726	1576
TMEM243_p86848765	1493
TMEM243_p86848774	2311
TMEM243_p86848780	1318
TMEM245_m111882022	2194
TMEM245_m111882039	341
TMEM245_m111882094	373
TMEM245_m111882143	2541
TMEM245_m111882154	2049
TMEM245_m111882179	555
TMEM245_m111882185	1912
TMEM245_p111882025	599
TMEM245_p111882055	563
TMEM245_p111882166	811
TMEM246_m104239262	1805
TMEM246_m104239280	631
TMEM246_m104239316	259
TMEM246_m104239335	584
TMEM246_p104239232	593
TMEM246_p104239265	948
TMEM246_p104239319	783
TMEM246_p104239326	278
TMEM246_p104239338	1864
TMEM246_p104239355	1017
TMEM247_m46706790	2894
TMEM247_m46706802	1247
TMEM247_m46706812	533
TMEM247_m46707542	523
TMEM247_m46707556	1222
TMEM247_m46707564	2142
TMEM247_p46706719	2669
TMEM247_p46706729	2822
TMEM247_p46706737	386
TMEM247_p46706819	474
TMEM248_m66406871	1450
TMEM248_m66406881	1349
TMEM248_m66406910	977
TMEM248_m66406940	1466
TMEM248_m66406956	1631
TMEM248_m66406998	783
TMEM248_m66410026	1638
TMEM248_p66406920	1311
TMEM248_p66406942	163
TMEM248_p66409976	1228
TMEM249_m145578367	595
TMEM249_m145578410	1046
TMEM249_m145578415	1136
TMEM249_m145578420	1662
TMEM249_p145578370	37
TMEM249_p145578376	898
TMEM249_p145578381	1405
TMEM249_p145578388	1726
TMEM249_p145578393	1682
TMEM249_p145578401	553
TMEM251_m93651762	650
TMEM251_m93652795	1546
TMEM251_m93652877	818
TMEM251_m93652928	592
TMEM251_p93652622	677
TMEM251_p93652627	889
TMEM251_p93652632	492
TMEM251_p93652637	284
TMEM251_p93652739	798
TMEM251_p93652916	1491
TMEM252_m71155537	24
TMEM252_m71155563	432
TMEM252_m71155584	2151
TMEM252_m71155620	1029
TMEM252_m71155662	1846
TMEM252_m71155683	230
TMEM252_m71155716	1876
TMEM252_p71155516	340
TMEM252_p71155591	2090
TMEM252_p71155666	374
TMEM254_m81841653	2731
TMEM254_m81841687	796
TMEM254_m81841914	189
TMEM254_m81841938	1026
TMEM254_m81841947	1452
TMEM254_p81841588	990
TMEM254_p81841617	441
TMEM254_p81841677	1469
TMEM254_p81841893	796
TMEM254_p81841906	928
TMEM255A_m119438332	1149
TMEM255A_m119445108	1915
TMEM255A_m119445140	2727
TMEM255A_p119438284	3252
TMEM255A_p119438296	3583
TMEM255A_p119445095	1561
TMEM255A_p119445100	1440
TMEM255A_p119445113	2230
TMEM255A_p119445130	1094
TMEM255A_p119445143	1946
TMEM255B_m114469165	716
TMEM255B_m114469180	1297
TMEM255B_p114462232	496
TMEM255B_p114462239	1301
TMEM255B_p114469081	1949
TMEM255B_p114469099	1148
TMEM255B_p114469106	1717
TMEM255B_p114469146	319
TMEM255B_p114469151	1530
TMEM255B_p114469169	704
TMEM256_m7307351	178
TMEM256_m7307371	830
TMEM256_m7307397	114
TMEM256_p7306974	1679
TMEM256_p7306981	821
TMEM256_p7307325	1786
TMEM256_p7307337	1246
TMEM256_p7307343	1084
TMEM256_p7307354	1309
TMEM256_p7307376	1289
TMEM258_m61557331	1513
TMEM258_m61557388	399
TMEM258_m61557975	615
TMEM258_m61558067	293
TMEM258_p61557322	551
TMEM258_p61557374	1103
TMEM258_p61557954	646
TMEM258_p61558021	997
TMEM258_p61558026	265
TMEM258_p61558041	189
TMEM259_m1020824	400
TMEM259_m1020966	1097
TMEM259_m1020982	619
TMEM259_p1020778	1034
TMEM259_p1020785	464
TMEM259_p1020792	355
TMEM259_p1020809	225
TMEM259_p1020838	1265
TMEM259_p1020847	1214
TMEM259_p1020865	1103
TMEM25_m118402536	1215
TMEM25_m118402541	1004
TMEM25_m118402548	3575
TMEM25_m118402566	2877
TMEM25_m118402574	2143
TMEM25_m118403630	1654
TMEM25_m118403649	3310
TMEM25_p118402510	453
TMEM25_p118403633	1111
TMEM25_p118403656	329
TMEM260_m57046712	565
TMEM260_m57046735	1234
TMEM260_m57046744	1984
TMEM260_m57051736	2821
TMEM260_m57052485	2573
TMEM260_m57052490	816
TMEM260_p57046718	260
TMEM260_p57051726	1521
TMEM260_p57052472	512
TMEM260_p57052492	1315
TMEM26_m63212745	1726
TMEM26_m63212773	1686
TMEM26_m63212778	591
TMEM26_m63212811	1690
TMEM26_m63212829	1262
TMEM26_m63212834	156
TMEM26_p63212734	0
TMEM26_p63212785	2032
TMEM26_p63212790	3311
TMEM26_p63212799	2443
TMEM27_m15677184	1042
TMEM27_m15682472	646
TMEM27_m15682842	1439
TMEM27_m15682892	1307
TMEM27_p15663123	1175
TMEM27_p15677134	561
TMEM27_p15677175	1559
TMEM27_p15677188	831
TMEM27_p15677197	826
TMEM27_p15682844	1677
TMEM2_m74365198	1954
TMEM2_m74365203	1374
TMEM2_m74365215	1913
TMEM2_m74365236	866
TMEM2_m74365270	2221
TMEM2_p74365146	3165
TMEM2_p74365152	1322
TMEM2_p74365182	1606
TMEM2_p74365221	1138
TMEM2_p74365228	1171
TMEM30A_m75994234	2140
TMEM30A_m75994246	1652
TMEM30A_m75994263	920
TMEM30A_m75994315	1439
TMEM30A_m75994323	1256
TMEM30A_m75994332	2260
TMEM30A_p75994217	1927
TMEM30A_p75994237	3048
TMEM30A_p75994250	1109
TMEM30A_p75994267	114
TMEM30B_m61747735	1192
TMEM30B_m61747740	445
TMEM30B_m61747843	1007
TMEM30B_m61747849	1871
TMEM30B_p61747748	682
TMEM30B_p61747761	474
TMEM30B_p61747769	1078
TMEM30B_p61747796	2147
TMEM30B_p61747805	635
TMEM30B_p61747810	307
TMEM31_m102967231	686
TMEM31_m102967249	394
TMEM31_m102967275	1065
TMEM31_m102968599	556
TMEM31_m102968609	2625
TMEM31_m102968704	214
TMEM31_p102967266	4507
TMEM31_p102968624	698
TMEM31_p102968636	477
TMEM31_p102968694	1023
TMEM33_m41940634	935
TMEM33_m41940705	1323
TMEM33_m41941239	1512
TMEM33_m41941268	982
TMEM33_m41941297	928
TMEM33_m41941305	1545
TMEM33_p41940620	858
TMEM33_p41940626	752
TMEM33_p41940690	100
TMEM33_p41941256	289
TMEM35_m100334003	3077
TMEM35_m100334010	1236
TMEM35_m100334025	820
TMEM35_m100334081	1640
TMEM35_m100334100	633
TMEM35_m100349653	2729
TMEM35_p100334017	1644
TMEM35_p100334089	3192
TMEM35_p100349638	1985
TMEM35_p100349645	787
TMEM37_m120189489	2020
TMEM37_m120194495	876
TMEM37_m120194516	1402
TMEM37_m120194523	1418
TMEM37_m120194528	3597
TMEM37_p120189470	1060
TMEM37_p120189478	728
TMEM37_p120194457	67
TMEM37_p120194465	250
TMEM37_p120194501	636
TMEM38A_m16772029	1063
TMEM38A_m16772054	1996
TMEM38A_m16772097	1571
TMEM38A_m16772108	2338
TMEM38A_m16772128	1247
TMEM38A_p16772021	1306
TMEM38A_p16772033	647
TMEM38A_p16772042	912
TMEM38A_p16772059	1228
TMEM38A_p16772130	651
TMEM38B_m108456975	874
TMEM38B_m108456981	904
TMEM38B_m108467961	2028
TMEM38B_p108456933	1320
TMEM38B_p108456943	542
TMEM38B_p108456949	467
TMEM38B_p108457012	255
TMEM38B_p108457030	1629
TMEM38B_p108467869	1171
TMEM38B_p108467874	1045
TMEM39A_m119180810	1440
TMEM39A_m119180823	2376
TMEM39A_m119180829	1618
