gRNA	KBM7.final
TMEM151A_p66059471	386
TMEM151A_p66059481	685
TMEM151A_p66059513	971
TMEM151A_p66059530	1317
TMEM151A_p66059537	364
TMEM151B_m44238490	94
TMEM151B_m44238602	139
TMEM151B_m44238607	374
TMEM151B_m44240811	1329
TMEM151B_m44240816	442
TMEM151B_m44240821	1515
TMEM151B_m44240830	1897
TMEM151B_m44240836	453
TMEM151B_p44238547	1354
TMEM151B_p44238553	349
TMEM154_m153574040	1099
TMEM154_m153574070	766
TMEM154_m153601024	704
TMEM154_m153601029	886
TMEM154_m153601051	423
TMEM154_p153573963	3204
TMEM154_p153573985	3843
TMEM154_p153574003	2342
TMEM154_p153601031	2221
TMEM154_p153601042	2479
TMEM155_m122681477	1992
TMEM155_m122682738	1452
TMEM155_m122682818	2275
TMEM155_m122683010	1523
TMEM155_m122683020	1263
TMEM155_p122681469	4161
TMEM155_p122681581	146
TMEM155_p122682760	2016
TMEM155_p122682800	976
TMEM155_p122682969	2024
TMEM156_m39000345	1437
TMEM156_m39000505	1926
TMEM156_m39000520	3631
TMEM156_m39033847	547
TMEM156_m39033902	583
TMEM156_p39000302	1371
TMEM156_p39000334	916
TMEM156_p39000408	909
TMEM156_p39000455	1936
TMEM156_p39033893	1023
TMEM158_m45267196	1898
TMEM158_m45267251	1797
TMEM158_m45267282	2799
TMEM158_m45267395	1250
TMEM158_p45267170	1053
TMEM158_p45267183	2260
TMEM158_p45267200	709
TMEM158_p45267209	1132
TMEM158_p45267378	662
TMEM158_p45267399	2715
TMEM159_m21172522	2872
TMEM159_m21172586	1395
TMEM159_m21181804	1428
TMEM159_m21181818	3302
TMEM159_m21181824	2815
TMEM159_p21172577	1395
TMEM159_p21181762	965
TMEM159_p21181774	1520
TMEM159_p21181792	118
TMEM159_p21181807	2022
TMEM160_m47551692	1949
TMEM160_m47551700	986
TMEM160_m47551794	905
TMEM160_m47551848	1061
TMEM160_m47551853	1758
TMEM160_m47551860	86
TMEM160_m47551867	1540
TMEM160_p47551808	716
TMEM160_p47551814	3000
TMEM160_p47551821	1073
TMEM161A_m19243990	1226
TMEM161A_m19245594	818
TMEM161A_m19245612	3173
TMEM161A_m19245638	1830
TMEM161A_m19245677	521
TMEM161A_p19243977	436
TMEM161A_p19245600	1209
TMEM161A_p19245629	3579
TMEM161A_p19245644	167
TMEM161A_p19245668	1310
TMEM161B_m87516503	1002
TMEM161B_m87521587	3105
TMEM161B_m87536631	1028
TMEM161B_m87536649	255
TMEM161B_m87536696	673
TMEM161B_m87536702	832
TMEM161B_m87536714	278
TMEM161B_p87516491	869
TMEM161B_p87516517	421
TMEM161B_p87524303	0
TMEM163_m135476305	236
TMEM163_m135476312	3647
TMEM163_m135476319	997
TMEM163_m135476335	912
TMEM163_m135476349	2784
TMEM163_m135476354	847
TMEM163_m135476467	1039
TMEM163_p135470844	530
TMEM163_p135476472	3233
TMEM163_p135476484	310
TMEM164_m109352356	1480
TMEM164_m109388031	649
TMEM164_m109388082	363
TMEM164_m109388090	0
TMEM164_p109352308	1743
TMEM164_p109352319	893
TMEM164_p109352337	1238
TMEM164_p109352348	1098
TMEM164_p109388054	1540
TMEM164_p109388074	972
TMEM165_m56262400	3294
TMEM165_m56262451	968
TMEM165_m56262456	385
TMEM165_m56262461	847
TMEM165_m56262472	1241
TMEM165_m56262478	81
TMEM165_p56262359	585
TMEM165_p56262370	1128
TMEM165_p56262411	401
TMEM165_p56262481	747
TMEM167B_m109633495	481
TMEM167B_m109635520	734
TMEM167B_m109635562	1991
TMEM167B_m109635568	1349
TMEM167B_m109635598	1353
TMEM167B_p109633482	547
TMEM167B_p109635500	1512
TMEM167B_p109635505	1618
TMEM167B_p109635512	1498
TMEM167B_p109635604	991
TMEM168_m112424584	430
TMEM168_m112424589	1238
TMEM168_m112424714	1873
TMEM168_m112424731	965
TMEM168_m112424747	1389
TMEM168_m112424773	2698
TMEM168_m112424781	3205
TMEM168_m112424822	1795
TMEM168_p112424574	701
TMEM168_p112424739	1580
TMEM169_m216960735	726
TMEM169_m216960832	4152
TMEM169_m216960840	1781
TMEM169_p216960689	2570
TMEM169_p216960694	2743
TMEM169_p216960739	615
TMEM169_p216960751	894
TMEM169_p216960757	961
TMEM169_p216960762	1549
TMEM169_p216960875	447
TMEM170A_m75498367	227
TMEM170A_m75498408	681
TMEM170A_m75498415	1381
TMEM170A_m75498420	1630
TMEM170A_m75498431	1079
TMEM170A_m75498487	4208
TMEM170A_p75498359	1607
TMEM170A_p75498372	2140
TMEM170A_p75498400	1391
TMEM170A_p75498438	2211
TMEM170B_m11538538	954
TMEM170B_m11538548	1920
TMEM170B_m11538602	752
TMEM170B_p11538530	2922
TMEM170B_p11538553	1168
TMEM170B_p11538561	336
TMEM170B_p11538566	93
TMEM170B_p11538574	875
TMEM170B_p11538584	1571
TMEM170B_p11565889	261
TMEM171_m72419209	2046
TMEM171_m72419238	1313
TMEM171_m72419291	1990
TMEM171_m72419313	1781
TMEM171_m72419321	506
TMEM171_p72419263	856
TMEM171_p72419283	934
TMEM171_p72419305	1057
TMEM171_p72419365	1814
TMEM171_p72419386	2675
TMEM173_m138861150	2342
TMEM173_m138861189	729
TMEM173_m138861201	1541
TMEM173_m138861249	247
TMEM173_p138861129	1662
TMEM173_p138861135	2418
TMEM173_p138861152	1854
TMEM173_p138861213	2252
TMEM173_p138861252	3205
TMEM173_p138861261	2597
TMEM175_m941547	429
TMEM175_m941583	1417
TMEM175_m941619	5562
TMEM175_m941627	1059
TMEM175_m941655	2897
TMEM175_m941912	1690
TMEM175_m944207	1373
TMEM175_p941585	2019
TMEM175_p941658	3687
TMEM175_p941902	3048
TMEM176A_m150498679	5574
TMEM176A_m150498690	4285
TMEM176A_m150498712	1309
TMEM176A_m150498723	2273
TMEM176A_m150498736	661
TMEM176A_p150498643	2508
TMEM176A_p150498703	708
TMEM176A_p150498738	298
TMEM176A_p150498781	250
TMEM176A_p150498789	948
TMEM176B_m150493478	2114
TMEM176B_m150493483	1802
TMEM176B_m150493538	3132
TMEM176B_m150493572	1528
TMEM176B_m150493612	1506
TMEM176B_m150493620	1191
TMEM176B_p150493551	436
TMEM176B_p150493576	2779
TMEM176B_p150493581	3382
TMEM176B_p150493594	1139
TMEM177_m120438442	1427
TMEM177_m120438454	1428
TMEM177_m120438509	243
TMEM177_m120438522	1783
TMEM177_p120438414	1900
TMEM177_p120438459	2376
TMEM177_p120438467	831
TMEM177_p120438483	800
TMEM177_p120438492	508
TMEM177_p120438530	393
TMEM178A_m39934233	1167
TMEM178A_m39934293	1703
TMEM178A_m39934312	2666
TMEM178A_m39934318	2733
TMEM178A_m39944164	1502
TMEM178A_m39944170	260
TMEM178A_p39934223	888
TMEM178A_p39934254	631
TMEM178A_p39934279	1197
TMEM178A_p39934304	595
TMEM179B_m62554904	1833
TMEM179B_m62554916	260
TMEM179B_m62554970	1321
TMEM179B_m62554979	227
TMEM179B_m62556519	1178
TMEM179B_m62556534	1439
TMEM179B_p62554895	1542
TMEM179B_p62554942	1079
TMEM179B_p62556485	313
TMEM179B_p62556521	2320
TMEM17_m62733190	2023
TMEM17_m62733195	546
TMEM17_m62733218	995
TMEM17_m62733248	3150
TMEM17_m62733254	2703
TMEM17_p62733168	1283
TMEM17_p62733177	239
TMEM17_p62733197	2036
TMEM17_p62733226	1206
TMEM17_p62733232	2091
TMEM180_m104228805	2345
TMEM180_m104228811	3252
TMEM180_m104228850	314
TMEM180_m104228865	2104
TMEM180_m104228872	2317
TMEM180_m104228887	578
TMEM180_p104228815	1007
TMEM180_p104228822	1430
TMEM180_p104228830	1382
TMEM180_p104228878	477
TMEM181_m158957544	421
TMEM181_m158957549	2552
TMEM181_m158957554	3001
TMEM181_m158957587	925
TMEM181_m158957634	479
TMEM181_m158957640	267
TMEM181_m158957646	213
TMEM181_m158957664	538
TMEM181_p158957556	1425
TMEM181_p158957576	959
TMEM182_p103378682	2774
TMEM182_p103378694	826
TMEM182_p103378702	762
TMEM182_p103378762	2053
TMEM182_p103379061	442
TMEM182_p103379070	67
TMEM182_p103379078	1786
TMEM182_p103379086	1490
TMEM182_p103379109	2233
TMEM182_p103379118	1075
TMEM184A_m1594960	461
TMEM184A_m1595007	3016
TMEM184A_m1595088	758
TMEM184A_m1595098	2291
TMEM184A_m1595105	2766
TMEM184A_p1594946	100
TMEM184A_p1594951	1195
TMEM184A_p1595010	2111
TMEM184A_p1595019	2406
TMEM184A_p1595056	3613
TMEM184B_m38641942	1940
TMEM184B_m38642013	318
TMEM184B_p38627317	722
TMEM184B_p38641934	1524
TMEM184B_p38641961	1681
TMEM184B_p38641968	245
TMEM184B_p38641979	1946
TMEM184B_p38642001	758
TMEM184B_p38642024	4415
TMEM184B_p38642052	1480
TMEM184C_m148539113	3771
TMEM184C_m148539155	2065
TMEM184C_m148539175	888
TMEM184C_m148539201	738
TMEM184C_p148539142	1357
TMEM184C_p148539166	517
TMEM184C_p148539205	1680
TMEM184C_p148544980	3935
TMEM184C_p148544985	3090
TMEM184C_p148544996	1119
TMEM185A_m148690403	2779
TMEM185A_m148690416	2235
TMEM185A_m148690438	2872
TMEM185A_m148690474	1301
TMEM185A_m148690501	858
TMEM185A_m148713253	950
TMEM185A_p148690444	1592
TMEM185A_p148690466	1799
TMEM185A_p148713220	2038
TMEM185A_p148713226	400
TMEM185B_m120980373	574
TMEM185B_m120980385	1229
TMEM185B_m120980431	1921
TMEM185B_p120980333	1594
TMEM185B_p120980354	2302
TMEM185B_p120980393	535
TMEM185B_p120980422	795
TMEM185B_p120980437	1459
TMEM185B_p120980443	997
TMEM185B_p120980470	1647
TMEM186_m8890340	1153
TMEM186_m8890345	524
TMEM186_m8890359	823
TMEM186_m8890366	1712
TMEM186_m8890378	3818
TMEM186_m8890384	3361
TMEM186_p8890331	733
TMEM186_p8890370	1583
TMEM186_p8890413	1951
TMEM186_p8890419	1149
TMEM187_m153247553	1924
TMEM187_m153247559	2900
TMEM187_m153247566	915
TMEM187_m153247574	681
TMEM187_m153247610	703
TMEM187_p153247505	689
TMEM187_p153247533	1522
TMEM187_p153247540	988
TMEM187_p153247596	1652
TMEM187_p153247617	1996
TMEM189_m48760146	1466
TMEM189_m48770055	103
TMEM189_m48770104	1904
TMEM189_m48770128	345
TMEM189_m48770140	502
TMEM189_m48770151	914
TMEM189_m48770156	1505
TMEM189_m48770169	1863
TMEM189_p48770059	1012
TMEM189_p48770130	2556
TMEM18_m675601	1217
TMEM18_m675609	1268
TMEM18_m675621	743
TMEM18_m677290	308
TMEM18_p675570	2153
TMEM18_p677276	2103
TMEM18_p677281	1714
TMEM18_p677292	1432
TMEM18_p677315	1918
TMEM18_p677324	2317
TMEM190_m55888241	1203
TMEM190_m55888389	810
TMEM190_p55888212	1977
TMEM190_p55888226	122
TMEM190_p55888248	747
TMEM190_p55888253	1441
TMEM190_p55888345	226
TMEM190_p55888353	1221
TMEM190_p55888370	152
TMEM190_p55888957	2890
TMEM192_m166024205	1120
TMEM192_m166033917	885
TMEM192_p166024133	1412
TMEM192_p166024160	432
TMEM192_p166024165	1443
TMEM192_p166024175	1394
TMEM192_p166024189	1666
TMEM192_p166024208	195
TMEM192_p166024221	396
TMEM192_p166024229	1304
TMEM194A_m57472403	773
TMEM194A_m57472409	397
TMEM194A_m57472416	575
TMEM194A_m57472424	218
TMEM194A_m57472476	369
TMEM194A_m57472483	707
TMEM194A_m57472490	4248
TMEM194A_m57472497	1047
TMEM194A_m57472506	26
TMEM194A_m57472520	548
TMEM194B_m191390003	2999
TMEM194B_m191390083	972
TMEM194B_m191399286	461
TMEM194B_m191399312	492
TMEM194B_m191399345	355
TMEM194B_p191383866	430
TMEM194B_p191383871	1887
TMEM194B_p191383876	2404
TMEM194B_p191399347	916
TMEM194B_p191399352	958
TMEM198_m220409494	863
TMEM198_m220409537	746
TMEM198_m220409553	3346
TMEM198_m220409563	1728
TMEM198_m220409568	2402
TMEM198_m220412234	2536
TMEM198_p220409541	1231
TMEM198_p220409572	1423
TMEM198_p220409593	1471
TMEM198_p220412222	1854
TMEM199_m26684703	57
TMEM199_m26684775	1287
TMEM199_m26684847	0
TMEM199_m26684866	162
TMEM199_m26684875	159
TMEM199_p26684692	317
TMEM199_p26684716	871
TMEM199_p26684785	1719
TMEM199_p26684819	327
TMEM199_p26684853	1228
TMEM19_m72080461	92
TMEM19_m72080531	1395
TMEM19_m72080584	4778
TMEM19_m72090237	1579
TMEM19_p72080536	1218
TMEM19_p72080568	1321
TMEM19_p72083373	306
TMEM19_p72083379	756
TMEM19_p72083420	1229
TMEM19_p72090205	2987
TMEM200A_m130761628	2480
TMEM200A_m130761650	1603
TMEM200A_m130761656	573
TMEM200A_m130761663	388
TMEM200A_m130761700	1262
TMEM200A_p130761558	1099
TMEM200A_p130761573	1790
TMEM200A_p130761578	862
TMEM200A_p130761667	3453
TMEM200A_p130761673	1323
TMEM200B_m29448118	2439
TMEM200B_m29448125	3254
TMEM200B_m29448140	976
TMEM200B_m29448185	1077
TMEM200B_m29448208	2429
TMEM200B_m29448213	497
TMEM200B_m29448260	694
TMEM200B_m29448272	1019
TMEM200B_m29448331	622
TMEM200B_p29448264	3230
TMEM200C_m5892019	1757
TMEM200C_m5892038	853
TMEM200C_m5892051	1984
TMEM200C_p5891966	808
TMEM200C_p5891974	2139
TMEM200C_p5891979	3612
TMEM200C_p5892005	1298
TMEM200C_p5892022	1232
TMEM200C_p5892029	1209
TMEM200C_p5892041	2248
TMEM201_m9648989	3463
TMEM201_m9649067	1942
TMEM201_m9649073	922
TMEM201_m9649089	1818
TMEM201_m9655957	782
TMEM201_p9648973	843
TMEM201_p9649076	1557
TMEM201_p9655947	2252
TMEM201_p9655971	1193
TMEM201_p9655980	1853
TMEM202_m72690692	3137
TMEM202_m72690735	1256
TMEM202_m72690996	312
TMEM202_m72691004	1456
TMEM202_m72691009	2524
TMEM202_m72691020	3155
TMEM202_m72691027	471
TMEM202_p72690656	1055
TMEM202_p72691037	1817
TMEM202_p72691043	653
TMEM203_m140099753	1580
TMEM203_m140099769	1778
TMEM203_m140099787	1147
TMEM203_m140099796	904
TMEM203_m140099831	687
TMEM203_m140099836	1014
TMEM203_m140099844	1904
TMEM203_m140099850	683
TMEM203_p140099778	3775
TMEM203_p140099800	510
TMEM204_m1584283	579
TMEM204_m1584301	745
TMEM204_m1584307	2480
TMEM204_m1584319	1261
TMEM204_m1584335	1073
TMEM204_m1584352	932
TMEM204_p1584275	2472
TMEM204_p1584290	1773
TMEM204_p1584323	2524
TMEM204_p1584343	281
TMEM205_m11456197	637
TMEM205_m11456228	2171
TMEM205_m11456246	1176
TMEM205_m11456272	356
TMEM205_m11456283	3766
TMEM205_p11456035	1976
TMEM205_p11456043	2149
TMEM205_p11456184	285
TMEM205_p11456231	3639
TMEM205_p11456255	635
TMEM206_m212583823	1107
TMEM206_m212583841	1262
TMEM206_m212583850	2502
TMEM206_m212583856	2535
TMEM206_m212588065	900
TMEM206_m212588089	597
TMEM206_p212588051	96
TMEM206_p212588057	659
TMEM206_p212588071	2357
TMEM206_p212588078	1008
TMEM208_m67261122	827
TMEM208_m67261741	272
TMEM208_m67262261	2844
TMEM208_m67262404	1766
TMEM208_p67261723	1591
TMEM208_p67261731	961
TMEM208_p67261793	667
TMEM208_p67261803	1390
TMEM208_p67262384	639
TMEM208_p67262396	1724
TMEM209_m129843646	1474
TMEM209_m129843838	1065
TMEM209_m129843859	1486
TMEM209_m129843871	833
TMEM209_p129842473	2037
TMEM209_p129842484	525
TMEM209_p129843618	376
TMEM209_p129843829	2626
TMEM209_p129843898	2270
TMEM209_p129843909	2605
TMEM211_m25331458	2563
TMEM211_m25331471	519
TMEM211_m25334134	1245
TMEM211_p25331461	947
TMEM211_p25331489	1420
TMEM211_p25331533	1882
TMEM211_p25331543	2696
TMEM211_p25334138	1267
TMEM211_p25334152	1469
TMEM211_p25334175	2374
TMEM214_m27255884	529
TMEM214_m27255969	307
TMEM214_m27256029	492
TMEM214_m27256933	2641
TMEM214_m27256944	1242
TMEM214_p27255876	2063
TMEM214_p27255886	1216
TMEM214_p27255909	2807
TMEM214_p27255914	283
TMEM214_p27255976	2371
TMEM216_m61161410	683
TMEM216_m61165261	1252
TMEM216_m61165267	722
TMEM216_m61165299	3742
TMEM216_m61165305	987
TMEM216_m61165310	2499
TMEM216_m61165317	1541
TMEM216_p61161399	411
TMEM216_p61165231	2155
TMEM216_p61165273	1822
TMEM217_m37186620	1262
TMEM217_m37186658	2180
TMEM217_m37186690	1048
TMEM217_m37186695	649
TMEM217_m37186752	2744
TMEM217_m37186785	2883
TMEM217_m37186791	1952
TMEM217_p37186676	322
TMEM217_p37186710	3585
TMEM217_p37186719	1066
TMEM218_m124967599	1629
TMEM218_m124972038	1216
TMEM218_m124972079	700
TMEM218_m124972108	2656
TMEM218_m124972114	1323
TMEM218_m124972120	674
TMEM218_p124967590	3883
TMEM218_p124971091	643
TMEM218_p124971115	1154
TMEM218_p124972067	2342
TMEM219_m29974464	740
TMEM219_m29974478	2727
TMEM219_m29974493	1382
TMEM219_m29974499	739
TMEM219_m29974514	1588
TMEM219_m29974521	621
TMEM219_m29974534	1309
TMEM219_m29974544	2272
TMEM219_p29974484	3215
TMEM219_p29974502	1602
TMEM220_m10632353	1494
TMEM220_m10633098	1246
TMEM220_m10633104	1176
TMEM220_m10633110	1062
TMEM220_m10633131	685
TMEM220_m10633139	1081
TMEM220_m10633149	3020
TMEM220_p10632358	1486
TMEM220_p10633084	1500
TMEM220_p10633123	2262
TMEM221_m17559079	1917
TMEM221_m17559107	249
TMEM221_m17559164	917
TMEM221_m17559201	546
TMEM221_m17559216	1113
TMEM221_m17559224	1121
TMEM221_m17559243	1343
TMEM221_m17559249	1228
TMEM221_m17559254	876
TMEM221_p17559228	1378
TMEM222_m27648746	1127
TMEM222_m27648779	3914
TMEM222_m27648809	986
TMEM222_p27648678	1306
TMEM222_p27648683	1363
TMEM222_p27648738	966
TMEM222_p27648750	231
TMEM222_p27648781	2857
TMEM222_p27648790	124
TMEM222_p27648801	736
TMEM223_m62559282	397
TMEM223_m62559291	71
TMEM223_m62559302	389
TMEM223_m62559308	852
TMEM223_m62559345	754
TMEM223_m62559372	1701
TMEM223_m62559437	440
TMEM223_m62559445	738
TMEM223_m62559451	614
TMEM223_p62559318	405
TMEM225_m123755961	588
TMEM225_m123756035	1033
TMEM225_m123756103	971
TMEM225_p123755947	3424
TMEM225_p123755965	2472
TMEM225_p123755972	3359
TMEM225_p123755982	2231
TMEM225_p123756024	1229
TMEM225_p123756051	1876
TMEM225_p123756057	2009
TMEM231_m75589970	1422
TMEM231_m75589978	1242
TMEM231_m75589986	814
TMEM231_m75590057	887
TMEM231_m75590079	469
TMEM231_p75589960	961
TMEM231_p75589996	1480
TMEM231_p75590007	3373
TMEM231_p75590017	1493
TMEM231_p75590023	2851
TMEM232_m109976607	559
TMEM232_m109976621	1596
TMEM232_m109976640	2194
TMEM232_m109977995	2425
TMEM232_m110002944	732
TMEM232_p109976626	720
TMEM232_p109976654	1368
TMEM232_p110002973	975
TMEM232_p110003006	671
TMEM232_p110003021	1934
TMEM233_m120031670	921
TMEM233_m120031676	1241
TMEM233_m120031707	1027
TMEM233_m120031714	2252
TMEM233_m120031735	1987
TMEM233_m120031755	2573
TMEM233_m120031766	1586
TMEM233_m120031806	2140
TMEM233_p120031688	1268
TMEM233_p120031718	2556
TMEM234_m32687546	1479
TMEM234_m32687556	3458
TMEM234_m32687583	807
TMEM234_m32687595	1046
TMEM234_m32687604	1287
TMEM234_m32687610	2996
TMEM234_m32687910	1872
TMEM234_p32687520	1060
TMEM234_p32687527	818
TMEM234_p32687902	1628
TMEM235_m76228104	2298
TMEM235_m76228111	549
TMEM235_m76228135	1441
TMEM235_m76228141	1810
TMEM235_m76228174	1241
TMEM235_m76228186	1613
TMEM235_p76228148	307
TMEM235_p76228157	1243
TMEM235_p76228190	760
TMEM235_p76228200	2698
TMEM237_m202498067	669
TMEM237_m202501515	991
TMEM237_m202501556	669
TMEM237_m202501567	2999
TMEM237_m202501574	2722
TMEM237_m202501592	2369
TMEM237_m202505617	133
TMEM237_p202501523	731
TMEM237_p202501540	3068
TMEM237_p202505621	1261
TMEM240_m1475069	393
TMEM240_m1475100	1385
TMEM240_m1475136	1684
TMEM240_m1475154	637
TMEM240_m1475688	1539
TMEM240_p1475103	220
TMEM240_p1475109	952
TMEM240_p1475146	896
TMEM240_p1475699	735
TMEM240_p1475706	1630
TMEM241_m21001332	1110
TMEM241_m21001356	740
TMEM241_m21001361	150
TMEM241_m21001390	2668
TMEM241_m21010596	1003
TMEM241_m21017746	174
TMEM241_m21017793	2916
TMEM241_m21017804	459
TMEM241_p21001347	597
TMEM241_p21010588	2789
TMEM242_m157743794	2031
TMEM242_m157744478	881
TMEM242_m157744485	1771
TMEM242_m157744492	798
TMEM242_m157744500	396
TMEM242_m157744507	471
TMEM242_p157743731	1958
TMEM242_p157743796	532
TMEM242_p157743804	1316
TMEM242_p157744431	94
TMEM243_m86828350	830
TMEM243_m86848759	836
TMEM243_m86848793	2065
TMEM243_m86848801	4435
TMEM243_p86827293	3092
TMEM243_p86828313	1208
TMEM243_p86848726	1783
TMEM243_p86848765	1454
TMEM243_p86848774	1370
TMEM243_p86848780	1183
TMEM245_m111882022	2048
TMEM245_m111882039	1075
TMEM245_m111882094	329
TMEM245_m111882143	1849
TMEM245_m111882154	1368
TMEM245_m111882179	1245
TMEM245_m111882185	1654
TMEM245_p111882025	1077
TMEM245_p111882055	839
TMEM245_p111882166	642
TMEM246_m104239262	3269
TMEM246_m104239280	668
TMEM246_m104239316	528
TMEM246_m104239335	601
TMEM246_p104239232	1135
TMEM246_p104239265	1338
TMEM246_p104239319	916
TMEM246_p104239326	117
TMEM246_p104239338	1402
TMEM246_p104239355	921
TMEM247_m46706790	2715
TMEM247_m46706802	916
TMEM247_m46706812	750
TMEM247_m46707542	330
TMEM247_m46707556	2680
TMEM247_m46707564	3657
TMEM247_p46706719	2031
TMEM247_p46706729	3491
TMEM247_p46706737	809
TMEM247_p46706819	450
TMEM248_m66406871	1193
TMEM248_m66406881	1748
TMEM248_m66406910	1798
TMEM248_m66406940	1297
TMEM248_m66406956	2247
TMEM248_m66406998	516
TMEM248_m66410026	1858
TMEM248_p66406920	1006
TMEM248_p66406942	534
TMEM248_p66409976	1857
TMEM249_m145578367	432
TMEM249_m145578410	942
TMEM249_m145578415	805
TMEM249_m145578420	2499
TMEM249_p145578370	54
TMEM249_p145578376	1003
TMEM249_p145578381	1369
TMEM249_p145578388	1672
TMEM249_p145578393	1634
TMEM249_p145578401	236
TMEM251_m93651762	852
TMEM251_m93652795	2712
TMEM251_m93652877	599
TMEM251_m93652928	904
TMEM251_p93652622	228
TMEM251_p93652627	1230
TMEM251_p93652632	962
TMEM251_p93652637	107
TMEM251_p93652739	644
TMEM251_p93652916	2146
TMEM252_m71155537	0
TMEM252_m71155563	799
TMEM252_m71155584	1619
TMEM252_m71155620	1042
TMEM252_m71155662	3466
TMEM252_m71155683	1200
TMEM252_m71155716	3107
TMEM252_p71155516	684
TMEM252_p71155591	2871
TMEM252_p71155666	294
TMEM254_m81841653	3904
TMEM254_m81841687	311
TMEM254_m81841914	152
TMEM254_m81841938	920
TMEM254_m81841947	493
TMEM254_p81841588	734
TMEM254_p81841617	1236
TMEM254_p81841677	2142
TMEM254_p81841893	1815
TMEM254_p81841906	937
TMEM255A_m119438332	2066
TMEM255A_m119445108	2395
TMEM255A_m119445140	1208
TMEM255A_p119438284	3992
TMEM255A_p119438296	4412
TMEM255A_p119445095	1849
TMEM255A_p119445100	1939
TMEM255A_p119445113	2134
TMEM255A_p119445130	1035
TMEM255A_p119445143	3575
TMEM255B_m114469165	769
TMEM255B_m114469180	1994
TMEM255B_p114462232	714
TMEM255B_p114462239	1483
TMEM255B_p114469081	1973
TMEM255B_p114469099	1199
TMEM255B_p114469106	1116
TMEM255B_p114469146	1281
TMEM255B_p114469151	1534
TMEM255B_p114469169	594
TMEM256_m7307351	247
TMEM256_m7307371	751
TMEM256_m7307397	48
TMEM256_p7306974	1783
TMEM256_p7306981	1889
TMEM256_p7307325	1523
TMEM256_p7307337	1186
TMEM256_p7307343	1449
TMEM256_p7307354	3118
TMEM256_p7307376	1190
TMEM258_m61557331	918
TMEM258_m61557388	274
TMEM258_m61557975	809
TMEM258_m61558067	580
TMEM258_p61557322	803
TMEM258_p61557374	1426
TMEM258_p61557954	738
TMEM258_p61558021	830
TMEM258_p61558026	206
TMEM258_p61558041	62
TMEM259_m1020824	466
TMEM259_m1020966	1483
TMEM259_m1020982	942
TMEM259_p1020778	693
TMEM259_p1020785	699
TMEM259_p1020792	438
TMEM259_p1020809	144
TMEM259_p1020838	541
TMEM259_p1020847	985
TMEM259_p1020865	742
TMEM25_m118402536	1104
TMEM25_m118402541	954
TMEM25_m118402548	3779
TMEM25_m118402566	2947
TMEM25_m118402574	1865
TMEM25_m118403630	983
TMEM25_m118403649	3030
TMEM25_p118402510	599
TMEM25_p118403633	1158
TMEM25_p118403656	387
TMEM260_m57046712	713
TMEM260_m57046735	1845
TMEM260_m57046744	1608
TMEM260_m57051736	3718
TMEM260_m57052485	2981
TMEM260_m57052490	1949
TMEM260_p57046718	495
TMEM260_p57051726	1941
TMEM260_p57052472	555
TMEM260_p57052492	2072
TMEM26_m63212745	1435
TMEM26_m63212773	1805
TMEM26_m63212778	1721
TMEM26_m63212811	1409
TMEM26_m63212829	2529
TMEM26_m63212834	468
TMEM26_p63212734	56
TMEM26_p63212785	1793
TMEM26_p63212790	3359
TMEM26_p63212799	3543
TMEM27_m15677184	1289
TMEM27_m15682472	921
TMEM27_m15682842	580
TMEM27_m15682892	2149
TMEM27_p15663123	1581
TMEM27_p15677134	595
TMEM27_p15677175	1179
TMEM27_p15677188	936
TMEM27_p15677197	310
TMEM27_p15682844	2702
TMEM2_m74365198	1871
TMEM2_m74365203	1098
TMEM2_m74365215	3170
TMEM2_m74365236	1172
TMEM2_m74365270	3018
TMEM2_p74365146	3659
TMEM2_p74365152	505
TMEM2_p74365182	2461
TMEM2_p74365221	618
TMEM2_p74365228	1662
TMEM30A_m75994234	1409
TMEM30A_m75994246	1790
TMEM30A_m75994263	656
TMEM30A_m75994315	1087
TMEM30A_m75994323	1589
TMEM30A_m75994332	1642
TMEM30A_p75994217	1276
TMEM30A_p75994237	2877
TMEM30A_p75994250	1723
TMEM30A_p75994267	693
TMEM30B_m61747735	919
TMEM30B_m61747740	407
TMEM30B_m61747843	986
TMEM30B_m61747849	2019
TMEM30B_p61747748	920
TMEM30B_p61747761	730
TMEM30B_p61747769	1783
TMEM30B_p61747796	2825
TMEM30B_p61747805	2271
TMEM30B_p61747810	528
TMEM31_m102967231	1482
TMEM31_m102967249	616
TMEM31_m102967275	1601
TMEM31_m102968599	1403
TMEM31_m102968609	2879
TMEM31_m102968704	816
TMEM31_p102967266	3811
TMEM31_p102968624	1287
TMEM31_p102968636	944
TMEM31_p102968694	1456
TMEM33_m41940634	3131
TMEM33_m41940705	1685
TMEM33_m41941239	1744
TMEM33_m41941268	2329
TMEM33_m41941297	1343
TMEM33_m41941305	1555
TMEM33_p41940620	621
TMEM33_p41940626	1608
TMEM33_p41940690	484
TMEM33_p41941256	869
TMEM35_m100334003	4121
TMEM35_m100334010	718
TMEM35_m100334025	439
TMEM35_m100334081	1513
TMEM35_m100334100	1490
TMEM35_m100349653	2404
TMEM35_p100334017	1207
TMEM35_p100334089	2208
TMEM35_p100349638	1668
TMEM35_p100349645	957
TMEM37_m120189489	2727
TMEM37_m120194495	591
TMEM37_m120194516	1705
TMEM37_m120194523	1102
TMEM37_m120194528	2934
TMEM37_p120189470	1150
