gRNA	KBM7.initial
UBQLN2_m56590307	327
UBQLN2_m56590350	116
UBQLN2_m56590356	546
UBQLN2_m56590426	622
UBQLN2_m56590453	301
UBQLN2_p56590297	135
UBQLN2_p56590309	742
UBQLN2_p56590416	135
UBQLN2_p56590443	219
UBQLN2_p56590458	264
UBQLN4_m156020986	627
UBQLN4_m156021572	739
UBQLN4_m156021586	746
UBQLN4_m156021641	41
UBQLN4_m156023386	686
UBQLN4_p156020988	625
UBQLN4_p156021004	521
UBQLN4_p156021481	183
UBQLN4_p156021575	754
UBQLN4_p156023375	192
UBR2_m42532078	503
UBR2_m42541494	387
UBR2_m42541512	279
UBR2_p42532044	376
UBR2_p42532059	811
UBR2_p42532065	410
UBR2_p42532086	421
UBR2_p42532095	417
UBR2_p42532101	254
UBR2_p42532110	884
UBR4_m19536603	386
UBR4_m19536643	872
UBR4_m19536702	491
UBR4_m19536708	446
UBR4_m19536714	584
UBR4_m19536720	663
UBR4_m19536728	665
UBR4_p19536592	374
UBR4_p19536607	167
UBR4_p19536615	273
UBR5_m103373383	349
UBR5_m103424427	315
UBR5_m103424443	689
UBR5_p103373356	605
UBR5_p103373404	463
UBR5_p103424392	143
UBR5_p103424399	565
UBR5_p103424406	372
UBR5_p103424412	424
UBR5_p103424432	649
UBTD2_m171661221	364
UBTD2_m171661272	456
UBTD2_m171661292	336
UBTD2_m171710601	76
UBTD2_m171710614	54
UBTD2_m171710634	332
UBTD2_p171661280	109
UBTD2_p171710605	641
UBTD2_p171710626	445
UBTD2_p171710648	208
UBTF_m42293898	246
UBTF_m42293913	839
UBTF_m42294067	614
UBTF_m42295592	610
UBTF_p42293962	662
UBTF_p42293989	466
UBTF_p42293997	1510
UBTF_p42294048	421
UBTF_p42294053	186
UBTF_p42295552	122
UBXN1_m62446068	605
UBXN1_m62446163	342
UBXN1_m62446168	759
UBXN1_m62446177	743
UBXN1_m62446185	781
UBXN1_m62446193	251
UBXN1_m62446357	491
UBXN1_m62446382	445
UBXN1_p62446196	295
UBXN1_p62446374	246
UBXN2B_m59323971	581
UBXN2B_m59324007	186
UBXN2B_m59329415	217
UBXN2B_m59329457	182
UBXN2B_p59323950	248
UBXN2B_p59323958	338
UBXN2B_p59323963	235
UBXN2B_p59323974	908
UBXN2B_p59323981	132
UBXN2B_p59329395	215
UBXN4_m136499513	35
UBXN4_m136499521	302
UBXN4_m136499526	379
UBXN4_p136499485	1101
UBXN4_p136499492	647
UBXN4_p136499504	253
UBXN4_p136499546	69
UBXN4_p136499555	66
UBXN4_p136505840	842
UBXN4_p136505851	454
UBXN6_m4453513	455
UBXN6_m4453928	693
UBXN6_m4453962	533
UBXN6_m4453969	232
UBXN6_p4453446	626
UBXN6_p4453478	252
UBXN6_p4453500	287
UBXN6_p4453914	31
UBXN6_p4453933	494
UBXN6_p4453974	368
UCHL1_m41259654	744
UCHL1_m41259709	503
UCHL1_m41259715	209
UCHL1_m41259743	657
UCHL1_p41258989	92
UCHL1_p41259614	180
UCHL1_p41259619	543
UCHL1_p41259645	374
UCHL1_p41259676	282
UCHL1_p41259681	315
UCHL3_m76134959	353
UCHL3_m76134972	310
UCHL3_m76134978	1018
UCHL3_m76140930	648
UCHL3_m76141390	388
UCHL3_p76134944	367
UCHL3_p76140832	1015
UCHL3_p76140911	729
UCHL3_p76140920	736
UCHL3_p76140965	411
UCHL5_m192998726	309
UCHL5_m193020940	317
UCHL5_m193028322	262
UCHL5_m193028375	531
UCHL5_m193028385	498
UCHL5_p192998736	849
UCHL5_p193018921	185
UCHL5_p193020911	40
UCHL5_p193020920	70
UCHL5_p193028312	63
UCKL1_m62577863	337
UCKL1_m62577957	438
UCKL1_m62577974	296
UCKL1_m62577979	541
UCKL1_p62577877	793
UCKL1_p62577902	441
UCKL1_p62577916	204
UCKL1_p62577939	144
UCKL1_p62577946	134
UCKL1_p62577959	710
UFD1L_m19462602	278
UFD1L_m19462608	268
UFD1L_m19463020	933
UFD1L_m19463032	669
UFD1L_m19463091	66
UFD1L_p19462581	305
UFD1L_p19462588	172
UFD1L_p19463006	641
UFD1L_p19463047	1023
UFD1L_p19463079	336
UFL1_m96969762	124
UFL1_m96969789	258
UFL1_m96969796	605
UFL1_m96969813	85
UFL1_m96969819	473
UFL1_p96969741	371
UFL1_p96969753	270
UFL1_p96969777	218
UFL1_p96969804	1471
UFL1_p96971011	522
UFSP2_m186339791	377
UFSP2_m186343640	353
UFSP2_m186343665	312
UFSP2_m186343676	202
UFSP2_m186343701	441
UFSP2_p186339775	407
UFSP2_p186339794	382
UFSP2_p186339816	462
UFSP2_p186339834	404
UFSP2_p186339861	597
UHMK1_m162469782	267
UHMK1_m162469791	1308
UHMK1_m162469852	418
UHMK1_m162469859	681
UHMK1_m162469870	926
UHMK1_m162469943	487
UHMK1_p162469796	716
UHMK1_p162469811	524
UHMK1_p162469839	160
UHMK1_p162469925	500
UHRF1_m4910919	1215
UHRF1_m4910937	132
UHRF1_p4910887	759
UHRF1_p4910892	636
UHRF1_p4910899	477
UHRF1_p4910904	239
UHRF1_p4910923	755
UHRF1_p4910947	415
UHRF1_p4910953	793
UHRF1_p4910961	572
UHRF2_m6413512	301
UHRF2_m6413536	1307
UHRF2_m6413560	166
UHRF2_m6413610	474
UHRF2_p6413480	584
UHRF2_p6413496	1239
UHRF2_p6413519	602
UHRF2_p6413566	323
UHRF2_p6413612	452
UHRF2_p6420926	464
UIMC1_m176402417	1050
UIMC1_m176409471	418
UIMC1_m176409476	575
UIMC1_m176409507	911
UIMC1_m176409523	448
UIMC1_m176409558	120
UIMC1_m176409567	141
UIMC1_m176409574	324
UIMC1_p176409463	378
UIMC1_p176409546	370
ULK1_m132379555	366
ULK1_m132379577	481
ULK1_m132379599	625
ULK1_m132379608	240
ULK1_p132379534	368
ULK1_p132379540	323
ULK1_p132379557	582
ULK1_p132379581	520
ULK1_p132379591	213
ULK1_p132379620	30
ULK2_m19752707	895
ULK2_m19768117	499
ULK2_m19769068	577
ULK2_m19770657	506
ULK2_m19770679	861
ULK2_m19770686	599
ULK2_m19770696	939
ULK2_m19770719	1221
ULK2_p19752678	168
ULK2_p19770709	897
ULK3_m75135343	191
ULK3_m75135358	661
ULK3_m75135367	621
ULK3_m75135387	234
ULK3_m75135441	574
ULK3_p75135347	575
ULK3_p75135374	737
ULK3_p75135379	337
ULK3_p75135394	294
ULK3_p75135399	426
ULK4_m41979604	563
ULK4_m41979614	201
ULK4_m41996116	691
ULK4_m41996180	700
ULK4_m41996185	221
ULK4_m41996191	262
ULK4_m41996216	805
ULK4_p41996098	436
ULK4_p41996108	86
ULK4_p41996137	562
UNC45A_m91478852	376
UNC45A_m91478864	482
UNC45A_m91478885	374
UNC45A_p91478763	297
UNC45A_p91478774	630
UNC45A_p91478781	762
UNC45A_p91478803	648
UNC45A_p91478812	480
UNC45A_p91478838	225
UNC45A_p91478844	661
UNC50_m99226231	727
UNC50_m99226280	384
UNC50_m99226304	76
UNC50_m99226341	397
UNC50_p99226236	177
UNC50_p99226259	192
UNC50_p99226266	817
UNC50_p99226282	705
UNC50_p99226310	325
UNC50_p99226352	446
UNCX_m1272667	22
UNCX_m1272673	382
UNCX_m1272728	230
UNCX_m1272733	307
UNCX_m1272792	522
UNCX_m1272798	1176
UNCX_p1272652	183
UNCX_p1272675	544
UNCX_p1272739	504
UNCX_p1272744	473
UNG_m109536259	359
UNG_m109536287	102
UNG_m109536294	118
UNG_m109536299	226
UNG_m109536309	415
UNG_m109536342	452
UNG_m109536348	352
UNG_p109536232	350
UNG_p109536316	1005
UNG_p109536322	744
UNKL_m1417701	558
UNKL_m1417709	318
UNKL_m1417722	405
UNKL_m1417730	600
UNKL_m1417736	340
UNKL_m1417747	576
UNKL_m1417819	123
UNKL_m1417852	396
UNKL_p1417750	149
UNKL_p1417821	273
UPF1_m18943042	550
UPF1_m18943065	841
UPF1_m18943082	28
UPF1_p18943005	628
UPF1_p18943015	875
UPF1_p18943044	272
UPF1_p18943050	382
UPF1_p18943056	208
UPF1_p18943069	222
UPF1_p18943084	266
UPF2_m12071464	164
UPF2_m12071485	309
UPF2_m12071494	419
UPF2_m12077100	477
UPF2_m12077280	621
UPF2_m12077317	457
UPF2_m12077361	247
UPF2_p12077074	179
UPF2_p12077243	82
UPF2_p12077266	397
UPF3A_m115047139	124
UPF3A_m115047173	65
UPF3A_m115047199	605
UPF3A_m115047215	388
UPF3A_m115047252	788
UPF3A_m115047291	744
UPF3A_p115047101	553
UPF3A_p115047243	176
UPF3A_p115047275	511
UPF3A_p115047283	747
UPF3B_m118985802	403
UPF3B_m118986737	964
UPF3B_m118986761	576
UPF3B_m118986802	744
UPF3B_m118986863	665
UPF3B_m118986870	543
UPF3B_m118986878	464
UPF3B_p118985792	124
UPF3B_p118986804	504
UPF3B_p118986844	226
URB1_m33765091	149
URB1_m33765101	356
URB1_m33765113	599
URB1_m33765120	646
URB1_m33765163	323
URB1_m33765181	588
URB1_p33765122	75
URB1_p33765132	158
URB1_p33765144	302
URB1_p33765186	271
URB2_m229763481	148
URB2_m229763494	42
URB2_m229768149	236
URB2_m229768166	233
URB2_p229763377	74
URB2_p229768007	539
URB2_p229768023	495
URB2_p229768073	696
URB2_p229768079	206
URB2_p229768135	144
URGCP_m43918805	543
URGCP_m43918848	106
URGCP_m43921278	280
URGCP_m43921284	690
URGCP_m43921507	171
URGCP_p43918763	561
URGCP_p43918778	189
URGCP_p43918784	50
URGCP_p43918796	122
URGCP_p43921493	108
URI1_m30462128	1009
URI1_m30476158	429
URI1_m30476179	286
URI1_m30477232	323
URI1_m30477316	62
URI1_m30496321	291
URI1_p30462112	389
URI1_p30477176	96
URI1_p30477271	380
URI1_p30477294	676
UROD_m45478594	36
UROD_m45478671	550
UROD_m45478680	177
UROD_p45477928	615
UROD_p45477933	1092
UROD_p45478563	331
UROD_p45478607	372
UROD_p45478637	1104
UROD_p45478650	292
UROD_p45478792	801
USB1_m58035403	131
USB1_m58035479	357
USB1_m58036396	180
USB1_m58036401	205
USB1_p58035410	511
USB1_p58035422	466
USB1_p58035427	420
USB1_p58035433	765
USB1_p58035439	1113
USB1_p58035444	454
USF1_m161011936	379
USF1_m161011948	562
USF1_m161011954	696
USF1_m161011978	315
USF1_m161011988	683
USF1_m161011997	712
USF1_p161011902	790
USF1_p161011907	477
USF1_p161011920	613
USF1_p161011940	266
USF2_m35760004	168
USF2_m35760021	574
USF2_m35760034	818
USF2_m35760050	318
USF2_m35760364	112
USF2_m35760496	210
USF2_p35760006	315
USF2_p35760345	945
USF2_p35760351	515
USF2_p35760369	347
USH1C_m17553051	368
USH1C_m17553065	1320
USH1C_m17553078	516
USH1C_m17553084	436
USH1C_p17553002	411
USH1C_p17553009	480
USH1C_p17553014	976
USH1C_p17553036	443
USH1C_p17565805	444
USH1C_p17565814	240
USO1_m76650049	508
USO1_m76650064	168
USO1_m76678648	240
USO1_m76691603	249
USO1_m76691988	1066
USO1_p76649997	315
USO1_p76678658	500
USO1_p76691667	3
USO1_p76691975	780
USO1_p76691980	523
USP10_m84773920	209
USP10_m84778350	224
USP10_m84778440	158
USP10_m84778626	803
USP10_m84778631	445
USP10_p84767087	503
USP10_p84773908	924
USP10_p84773931	280
USP10_p84773937	635
USP10_p84778420	838
USP11_m47092354	174
USP11_m47092360	472
USP11_m47092366	120
USP11_m47092466	90
USP11_p47092397	549
USP11_p47092413	490
USP11_p47092423	356
USP11_p47092429	654
USP11_p47092456	382
USP11_p47092468	397
USP15_m62654229	555
USP15_p62654183	365
USP15_p62654191	1222
USP15_p62654200	349
USP15_p62654211	372
USP15_p62687958	252
USP15_p62687970	500
USP15_p62687997	385
USP15_p62688013	255
USP15_p62688053	353
USP16_m30400270	1256
USP16_m30400283	115
USP16_m30403000	715
USP16_m30403061	935
USP16_p30400226	419
USP16_p30400233	514
USP16_p30400273	320
USP16_p30402966	492
USP16_p30403064	270
USP16_p30403072	119
USP18_m18640453	118
USP18_m18640473	392
USP18_m18640553	277
USP18_m18640565	265
USP18_m18640572	768
USP18_p18640417	733
USP18_p18640424	1172
USP18_p18640434	633
USP18_p18640456	449
USP18_p18640545	454
USP1_m62905544	623
USP1_m62905556	143
USP1_m62907174	93
USP1_m62907192	136
USP1_m62907225	304
USP1_p62905547	1009
USP1_p62905559	603
USP1_p62905627	768
USP1_p62907257	44
USP1_p62907924	240
USP21_m161130437	281
USP21_m161130443	458
USP21_m161130453	381
USP21_m161130462	327
USP21_m161130467	368
USP21_m161130494	193
USP21_m161130523	357
USP21_m161130530	671
USP21_m161130571	809
USP21_p161130538	133
USP22_m20946060	363
USP22_m20946086	373
USP22_m20946102	301
USP22_m20946114	479
USP22_m20946125	355
USP22_p20946051	407
USP22_p20946065	487
USP22_p20946094	310
USP22_p20946106	296
USP22_p20946127	200
USP25_m17102713	406
USP25_m17102719	342
USP25_m17135264	161
USP25_m17135282	314
USP25_p17102726	697
USP25_p17102735	126
USP25_p17135226	281
USP25_p17138303	695
USP25_p17138311	598
USP25_p17138323	483
USP28_m113724981	304
USP28_m113725011	797
USP28_m113725019	333
USP28_m113746165	431
USP28_m113746191	421
USP28_m113746204	279
USP28_m113746216	579
USP28_p113724972	496
USP28_p113724983	295
USP28_p113725029	344
USP2_m119230278	358
USP2_m119230304	254
USP2_m119230330	1136
USP2_m119230895	375
USP2_m119230902	294
USP2_m119230918	328
USP2_m119230927	386
USP2_p119230285	118
USP2_p119230321	145
USP2_p119230907	465
USP33_m78207062	518
USP33_m78207088	619
USP33_m78207351	658
USP33_p78204971	913
USP33_p78204980	988
USP33_p78205048	549
USP33_p78205053	905
USP33_p78206552	115
USP33_p78207068	428
USP33_p78207335	368
USP36_m76832345	220
USP36_m76832374	320
USP36_m76832383	1024
USP36_m76832393	233
USP36_m76832399	121
USP36_m76832407	467
USP36_m76832420	330
USP36_m76832435	706
USP36_p76832385	351
USP36_p76832424	1181
USP37_m219423222	75
USP37_m219423232	734
USP37_m219423242	319
USP37_m219423305	177
USP37_m219423313	219
USP37_m219423325	490
USP37_m219423356	148
USP37_p219423212	277
USP37_p219423329	75
USP37_p219423347	511
USP39_m85846373	302
USP39_m85846385	62
USP39_m85846391	175
USP39_m85846397	588
USP39_m85846405	265
USP39_m85850792	1860
USP39_p85846337	1494
USP39_p85846346	238
USP39_p85846351	246
USP39_p85846376	647
USP3_m63796939	565
USP3_m63796950	572
USP3_m63796955	84
USP3_m63797009	515
USP3_m63797017	598
USP3_m63824867	885
USP3_m63824897	467
USP3_p63796958	141
USP3_p63824880	444
USP3_p63845931	247
USP44_m95927886	378
USP44_m95927917	1220
USP44_m95928002	1315
USP44_m95928022	716
USP44_p95927875	65
USP44_p95927900	602
USP44_p95927906	939
USP44_p95927940	725
USP44_p95927947	906
USP44_p95927956	357
USP48_m22109348	769
USP48_m22109377	545
USP48_m22109386	301
USP48_m22109396	661
USP48_m22109401	567
USP48_m22109407	256
USP48_m22109417	158
USP48_m22109422	624
USP48_p22109339	436
USP48_p22109369	615
USP49_m41774681	601
USP49_m41774691	596
USP49_m41774697	340
USP49_p41774598	435
USP49_p41774604	748
USP49_p41774610	367
USP49_p41774638	642
USP49_p41774645	610
USP49_p41774654	35
USP49_p41774660	470
USP4_m49373010	494
USP4_m49377367	311
USP4_m49377398	425
USP4_m49377426	302
USP4_m49377443	453
USP4_m49377449	573
USP4_p49377370	389
USP4_p49377382	847
USP4_p49377404	289
USP4_p49377414	493
USP8_m50731329	280
USP8_m50733562	240
USP8_m50733619	162
USP8_m50741673	108
USP8_p50733587	381
USP8_p50733592	777
USP8_p50741596	387
USP8_p50741602	199
USP8_p50741660	300
USP8_p50751293	111
UTF1_m135043864	154
UTF1_m135043989	281
UTF1_m135044026	680
UTF1_m135044055	402
UTF1_m135044061	567
UTF1_p135043967	460
UTF1_p135043974	251
UTF1_p135044012	902
UTF1_p135044028	846
UTF1_p135044040	186
UTP11L_m38478508	350
UTP11L_m38483366	375
UTP11L_m38484179	195
UTP11L_p38478487	783
UTP11L_p38478493	472
UTP11L_p38478515	212
UTP11L_p38483356	138
UTP11L_p38483420	120
UTP11L_p38484134	181
UTP11L_p38484143	253
UTP14A_m129040200	53
UTP14A_m129041360	367
UTP14A_m129041396	81
UTP14A_m129042090	272
UTP14A_p129040178	256
UTP14A_p129040190	329
UTP14A_p129041342	139
UTP14A_p129041399	118
UTP14A_p129042633	305
UTP14A_p129042641	532
UTP14C_m52602981	85
UTP14C_m52603094	89
UTP14C_p52602933	340
UTP14C_p52602948	550
UTP14C_p52602963	373
UTP14C_p52603098	340
UTP14C_p52603106	96
UTP14C_p52603159	184
UTP14C_p52603257	283
UTP14C_p52603263	354
UTP15_m72863187	548
UTP15_m72864064	304
UTP15_m72864113	325
UTP15_m72864119	611
UTP15_m72864147	35
UTP15_p72863154	451
UTP15_p72863193	583
UTP15_p72863224	366
UTP15_p72863237	144
UTP15_p72864235	132
UTP18_m49337951	393
UTP18_m49337983	182
UTP18_m49338002	104
UTP18_p49337937	442
UTP18_p49337956	818
UTP18_p49337961	320
UTP18_p49337969	622
UTP18_p49337985	272
UTP18_p49337993	302
UTP18_p49338004	70
UTP20_m101674061	372
UTP20_m101674075	267
UTP20_m101674082	162
UTP20_m101674091	543
UTP20_m101674100	213
UTP20_m101674892	0
UTP20_m101674946	268
UTP20_p101674895	578
UTP20_p101674949	645
UTP20_p101679392	660
UTP23_m117778870	617
UTP23_m117778892	137
UTP23_m117778910	799
UTP23_m117778922	391
UTP23_m117778928	328
UTP23_p117778834	379
UTP23_p117778860	557
UTP23_p117778881	7
UTP23_p117778914	147
UTP23_p117778931	359
UTP3_m71554410	301
UTP3_m71554449	544
UTP3_m71554528	417
UTP3_p71554379	512
UTP3_p71554429	651
UTP3_p71554487	422
UTP3_p71554513	392
UTP3_p71554531	488
UTP3_p71554542	831
UTP3_p71554558	131
UTP6_m30221697	304
UTP6_m30221705	87
UTP6_m30226735	166
UTP6_m30228564	687
UTP6_m30228581	800
UTP6_m30228600	239
UTP6_m30228606	810
UTP6_m30228613	510
UTP6_p30221981	597
UTP6_p30228584	86
UTRN_m144612971	80
UTRN_m144612992	537
UTRN_m144612997	378
UTRN_m144613037	492
UTRN_m144724288	151
UTRN_m144724294	224
UTRN_m144743025	471
UTRN_p144612955	211
UTRN_p144612982	214
UTRN_p144613021	125
UTY_m15591400	0
UTY_m15591405	344
UTY_m15591415	715
UTY_m15591424	270
UTY_m15591448	400
UTY_m15591493	424
UTY_m15591501	28
UTY_p15591439	326
UTY_p15591482	393
UTY_p15591515	242
UXT_m47517182	1075
UXT_m47517224	726
UXT_m47517239	1367
UXT_m47517254	443
UXT_m47518230	356
UXT_m47518238	576
UXT_p47517191	333
UXT_p47517198	317
UXT_p47517227	1055
UXT_p47518291	4
VASH1_m77229215	483
VASH1_m77229264	480
VASH1_m77229282	178
VASH1_p77229149	209
VASH1_p77229205	522
VASH1_p77229248	622
VASH1_p77229271	392
VASH1_p77229311	645
VASH1_p77229355	720
VASH1_p77229363	508
VAX1_m118897460	375
VAX1_m118897479	541
VAX1_m118897488	823
VAX1_m118897509	409
VAX1_m118897518	551
VAX1_m118897527	691
VAX1_m118897561	652
VAX1_p118897427	383
VAX1_p118897498	142
VAX1_p118897547	1
VAX2_m71127880	294
VAX2_p71127739	703
VAX2_p71127790	443
VAX2_p71127796	351
VAX2_p71127817	132
VAX2_p71127822	0
VAX2_p71127847	415
VAX2_p71127861	335
VAX2_p71127867	361
VAX2_p71127872	188
VBP1_m154444844	261
VBP1_p154444762	755
VBP1_p154444768	334
VBP1_p154444776	125
VBP1_p154444783	401
VBP1_p154444789	865
VBP1_p154444796	562
VBP1_p154444806	334
VBP1_p154444830	519
VBP1_p154448468	167
VCPIP1_m67579056	358
VCPIP1_m67579095	501
VCPIP1_p67579034	461
VCPIP1_p67579039	449
VCPIP1_p67579048	261
VCPIP1_p67579101	769
VCPIP1_p67579110	257
VCPIP1_p67579119	169
VCPIP1_p67579143	497
VCPIP1_p67579149	133
VCP_m35068249	246
VCP_m35068264	1127
VCP_m35068276	775
VCP_m35068304	20
VCP_m35072342	545
VCP_p35068286	453
VCP_p35068291	300
VCP_p35068310	305
VCP_p35068321	153
VCP_p35072329	155
VDR_m48272771	856
VDR_m48272801	244
VDR_m48272845	422
VDR_m48272858	304
VDR_m48272886	609
VDR_p48272755	165
VDR_p48272782	422
VDR_p48272787	761
VDR_p48272837	0
VDR_p48272847	325
VENTX_m135051439	148
VENTX_m135051523	227
VENTX_m135051555	184
VENTX_m135051561	370
VENTX_m135051599	296
VENTX_m135051617	291
VENTX_m135051643	311
VENTX_m135051653	137
VENTX_p135051448	444
VENTX_p135051633	242
VEZF1_m56060427	186
VEZF1_m56060478	803
VEZF1_m56060486	334
VEZF1_m56065441	254
VEZF1_p56060310	670
VEZF1_p56060492	596
VEZF1_p56060611	499
VEZF1_p56060632	174
VEZF1_p56060729	324
VEZF1_p56065433	480
VEZT_m95656695	232
VEZT_m95656734	552
VEZT_m95656782	532
VEZT_p95611613	1360
VEZT_p95611628	841
VEZT_p95645720	30
VEZT_p95645726	516
VEZT_p95656722	625
VEZT_p95656768	359
VEZT_p95656785	389
VGLL1_m135618208	604
VGLL1_m135618215	621
VGLL1_m135618233	172
VGLL1_m135618318	34
VGLL1_m135618359	676
VGLL1_m135630764	1137
VGLL1_p135618186	586
VGLL1_p135618197	680
VGLL1_p135618225	344
VGLL1_p135630750	595
VGLL2_m117586952	519
VGLL2_m117586965	669
VGLL2_m117586974	315
VGLL2_m117586998	1366
VGLL2_m117589472	28
VGLL2_m117589487	295
VGLL2_m117589513	488
VGLL2_p117586916	368
VGLL2_p117586938	756
VGLL2_p117589517	51
VGLL3_m87027942	194
VGLL3_m87039880	343
VGLL3_p87027933	214
VGLL3_p87039756	473
VGLL3_p87039761	447
VGLL3_p87039785	551
VGLL3_p87039807	701
VGLL3_p87039837	393
VGLL3_p87039842	499
VGLL3_p87039872	285
VGLL4_m11606310	305
VGLL4_m11606318	776
VGLL4_m11606329	309
VGLL4_m11606478	505
VGLL4_p11606288	409
VGLL4_p11606300	128
VGLL4_p11606352	771
VGLL4_p11606383	810
VGLL4_p11606390	80
VGLL4_p11606459	442
VHLL_m156268874	407
VHLL_m156268880	348
VHLL_m156268891	600
VHLL_m156268921	258
VHLL_m156268928	184
VHLL_m156268936	211
VHLL_m156268966	823
VHLL_m156268974	410
VHLL_p156268894	426
VHLL_p156268907	116
VHL_m10183538	235
VHL_m10183637	343
VHL_p10183545	269
VHL_p10183554	769
VHL_p10183560	383
VHL_p10183579	917
VHL_p10183594	656
VHL_p10183624	171
VHL_p10183639	359
VHL_p10183644	135
VIPR1_m42572302	137
VIPR1_m42572347	888
VIPR1_m42572353	722
VIPR1_m42572361	1055
VIPR1_p42567445	449
VIPR1_p42567457	451
VIPR1_p42567463	1063
VIPR1_p42572269	451
VIPR1_p42572307	621
VIPR1_p42572367	183
VPRBP_m51504978	473
VPRBP_m51517736	72
VPRBP_m51517753	1019
VPRBP_m51517783	467
VPRBP_m51517792	673
VPRBP_m51517822	619
VPRBP_m51517831	606
VPRBP_p51504949	386
VPRBP_p51517720	120
VPRBP_p51517725	313
VPS25_m40925517	430
VPS25_m40925534	506
VPS25_m40925539	412
VPS25_m40925760	517
VPS25_p40925491	312
VPS25_p40925497	424
VPS25_p40925744	151
VPS25_p40925752	593
VPS25_p40925765	234
VPS25_p40925773	1578
VPS36_m53016532	427
VPS36_m53024635	718
VPS36_m53024641	362
VPS36_m53024663	715
VPS36_m53024698	275
VPS36_p53016534	459
VPS36_p53024677	410
VPS36_p53024687	188
VPS36_p53024701	244
VPS36_p53024708	467
VPS37A_m17104772	426
VPS37A_m17104778	119
VPS37A_m17104811	359
VPS37A_m17104818	501
VPS37A_m17125765	381
VPS37A_m17125864	210
VPS37A_p17104739	406
VPS37A_p17104780	335
VPS37A_p17104856	47
VPS37A_p17125769	210
VPS37C_m60901663	236
VPS37C_m60906222	593
VPS37C_m60906228	436
VPS37C_m60906243	949
VPS37C_m60906264	284
VPS37C_m60906273	366
VPS37C_m60906288	721
VPS37C_p60901648	340
VPS37C_p60901654	760
VPS37C_p60906256	327
VPS4A_m69345430	469
VPS4A_m69349917	600
VPS4A_m69349938	159
VPS4A_m69349956	539
VPS4A_m69349987	580
VPS4A_p69345413	442
VPS4A_p69349903	715
VPS4A_p69349921	222
VPS4A_p69349945	324
VPS4A_p69349972	649
VPS4B_m61077643	617
VPS4B_m61077669	545
VPS4B_m61078766	609
VPS4B_m61078771	787
VPS4B_m61078798	431
VPS4B_p61077635	279
VPS4B_p61078726	438
VPS4B_p61089453	808
VPS4B_p61089462	160
VPS4B_p61089471	592
VPS72_m151158348	213
VPS72_m151158374	428
VPS72_m151158421	277
VPS72_m151162495	291
VPS72_m151162543	60
VPS72_m151162585	415
VPS72_m151162590	602
VPS72_p151158312	216
VPS72_p151158399	162
VPS72_p151162548	117
VPS9D1_m89785449	198
VPS9D1_m89785467	132
VPS9D1_m89785489	637
VPS9D1_m89785500	315
VPS9D1_m89787179	286
VPS9D1_m89787206	621
VPS9D1_m89787259	572
VPS9D1_p89785458	1024
VPS9D1_p89785470	529
VPS9D1_p89787213	580
VRK1_m97299934	352
VRK1_m97299942	760
VRK1_m97312494	130
VRK1_p97299862	370
VRK1_p97299882	802
VRK1_p97299916	997
VRK1_p97299922	419
VRK1_p97299946	575
VRK1_p97304103	161
VRK1_p97312425	201
VRK2_m58311231	193
VRK2_m58311243	297
VRK2_p58276030	687
VRK2_p58276037	1474
VRK2_p58276050	72
VRK2_p58276056	882
VRK2_p58276065	740
VRK2_p58276080	244
VRK2_p58313490	213
VRK2_p58313531	609
VRK3_m50511078	429
VRK3_m50519282	302
VRK3_m50519334	648
VRK3_p50519266	290
VRK3_p50519290	652
VRK3_p50519295	681
VRK3_p50519318	250
VRK3_p50519338	605
VRK3_p50519361	362
VRK3_p50519389	766
VSX1_m25062614	874
VSX1_m25062622	856
VSX1_m25062673	713
VSX1_m25062683	222
VSX1_m25062689	452
VSX1_m25062722	236
VSX1_m25062727	1061
VSX1_p25062605	680
VSX1_p25062701	311
VSX1_p25062711	231
VSX2_m74706301	271
VSX2_m74706307	630
VSX2_m74706341	665
VSX2_m74706346	386
VSX2_m74706368	561
VSX2_m74706398	217
VSX2_p74706249	891
VSX2_p74706293	699
VSX2_p74706309	200
VSX2_p74706356	489
VWA5A_m123988247	190
VWA5A_m123988253	694
VWA5A_m123988378	715
VWA5A_m123988384	79
VWA5A_p123988212	513
VWA5A_p123988231	408
VWA5A_p123988239	207
VWA5A_p123988404	370
VWA5A_p123988440	279
VWA5A_p123988455	477
WAC_m28822957	544
WAC_m28824521	247
WAC_m28824560	119
WAC_p28822503	685
WAC_p28822526	282
WAC_p28822920	725
WAC_p28824610	703
WAC_p28824621	868
WAC_p28824656	567
WAC_p28824661	311
WAPAL_m88277620	285
WAPAL_m88277685	486
WAPAL_m88277694	171
WAPAL_m88277782	233
WAPAL_p88277557	71
WAPAL_p88277629	32
WAPAL_p88277639	86
WAPAL_p88277647	96
WAPAL_p88277658	414
WAPAL_p88277730	515
WASL_m123349238	544
WASL_m123349261	529
WASL_m123388687	291
WASL_p123388667	301
WASL_p123388679	369
WASL_p123388696	398
WASL_p123388735	342
WASL_p123388741	55
WASL_p123388758	251
WASL_p123388767	342
WBP11_m14948019	566
WBP11_m14948025	805
WBP11_m14952570	517
WBP11_p14947894	93
WBP11_p14947920	941
WBP11_p14947985	376
WBP11_p14949842	627
WBP11_p14953684	0
WBP11_p14954238	703
WBP11_p14954245	312
WBP2NL_m42394847	163
WBP2NL_m42394854	378
WBP2NL_m42394872	537
WBP2NL_m42415333	307
WBP2NL_m42415353	252
